ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.365,0.43,1.00,0.371,0.017,0.43
BLAST-S14,0.98,0.328,0.44,0.98,0.333,0.020,0.46
Naive-S11,1.00,0.167,0.10,1.00,0.167,0.009,0.10
Naive-S14,1.00,0.165,0.13,1.00,0.165,0.009,0.14
101-1,0.94,0.361,0.37,0.94,0.362,0.018,0.32
101-2,0.93,0.367,0.05,0.93,0.367,0.019,0.06
101-3,0.94,0.363,0.05,0.94,0.366,0.018,0.09
102-1,1.00,0.386,0.56,1.00,0.391,0.019,0.51
102-2,0.97,0.383,0.46,0.97,0.385,0.018,0.41
102-3,0.02,0.026,0.03,0.02,0.026,0.012,0.14
103-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-3,0.51,0.278,0.17,0.51,0.277,0.023,0.17
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,0.98,0.336,0.90,0.98,0.337,0.021,0.89
105-2,0.96,0.333,0.94,0.96,0.338,0.020,0.96
105-3,0.97,0.342,1.00,0.97,0.342,0.021,1.00
106-1,0.73,0.268,0.07,0.73,0.268,0.020,0.07
106-2,0.38,0.086,0.79,0.38,0.086,0.015,0.73
106-3,0.30,0.160,0.07,0.30,0.160,0.020,0.08
107-1,0.99,0.319,0.78,0.99,0.323,0.020,0.77
107-2,0.99,0.323,0.03,0.99,0.323,0.022,0.03
107-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,1.00,0.119,0.22,1.00,0.119,0.010,0.22
110-2,0.94,0.343,0.28,0.94,0.344,0.018,0.31
110-3,1.00,0.225,0.09,1.00,0.227,0.018,0.13
111-1,0.93,0.187,0.01,0.93,0.187,0.017,0.01
111-2,0.99,0.222,0.08,0.99,0.225,0.017,0.17
111-3,0.21,0.106,0.01,0.21,0.105,0.018,0.01
112-1,1.00,0.349,0.46,1.00,0.351,0.019,0.47
112-2,1.00,0.351,0.48,1.00,0.352,0.019,0.47
112-3,0.99,0.328,0.40,0.99,0.330,0.019,0.42
113-1,0.99,0.326,0.44,0.99,0.329,0.018,0.42
113-2,0.87,0.117,0.21,0.87,0.119,0.012,0.27
113-3,0.21,0.111,0.01,0.22,0.111,0.019,0.01
114-1,1.00,0.399,0.70,1.00,0.402,0.020,0.80
115-1,1.00,0.362,0.31,1.00,0.364,0.020,0.31
116-1,0.68,0.284,0.33,0.68,0.284,0.021,0.34
116-2,0.59,0.252,0.25,0.59,0.252,0.021,0.32
117-1,1.00,0.414,0.10,1.00,0.416,0.017,0.10
117-2,0.17,0.129,1.00,0.17,0.128,0.021,1.00
119-1,0.96,0.389,0.86,0.96,0.394,0.019,0.77
120-1,1.00,0.418,0.93,1.00,0.419,0.020,0.93
120-2,1.00,0.313,0.61,1.00,0.316,0.017,0.56
120-3,0.71,0.200,0.44,0.71,0.200,0.017,0.46
121-1,0.53,0.295,0.60,0.53,0.294,0.023,0.60
121-2,0.03,0.035,0.72,0.03,0.035,0.015,0.77
121-3,0.69,0.342,0.02,0.69,0.342,0.021,0.02
122-1,0.86,0.359,0.75,0.86,0.359,0.020,0.78
124-1,1.00,0.255,0.34,1.00,0.255,0.019,0.34
124-2,1.00,0.155,0.06,1.00,0.159,0.009,0.11
124-3,1.00,0.218,0.34,1.00,0.218,0.018,0.34
125-1,0.97,0.399,0.70,0.97,0.402,0.020,0.80
125-2,0.90,0.355,0.24,0.90,0.357,0.020,0.25
125-3,1.00,0.407,0.61,1.00,0.409,0.018,0.59
126-1,0.47,0.201,0.25,0.47,0.201,0.022,0.26
127-1,0.96,0.386,0.48,0.96,0.389,0.021,0.48
127-2,0.93,0.411,0.14,0.93,0.413,0.021,0.14
127-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
128-1,0.50,0.219,0.05,0.50,0.222,0.021,0.04
129-1,0.99,0.381,0.50,0.99,0.383,0.021,0.49
129-2,0.74,0.317,0.46,0.74,0.320,0.020,0.45
129-3,0.99,0.382,0.50,0.99,0.383,0.021,0.49
130-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
131-1,0.74,0.336,0.12,0.74,0.337,0.022,0.11
