ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,9.160,0.67,0.99,9.135,0.571,0.67
BLAST-S14,0.98,8.888,0.65,0.98,8.855,0.572,0.66
Naive-S11,1.00,9.563,0.30,1.00,9.554,0.566,0.27
Naive-S14,1.00,9.653,0.43,1.00,9.622,0.552,0.33
101-1,0.93,9.227,0.46,0.93,9.218,0.583,0.46
101-2,0.91,8.201,0.27,0.91,8.192,0.575,0.26
101-3,0.93,8.134,0.89,0.93,8.119,0.533,0.83
102-1,1.00,8.109,0.70,1.00,8.051,0.535,0.70
102-2,0.93,8.243,0.81,0.93,8.193,0.554,0.82
102-3,0.02,10.138,0.04,0.02,10.139,0.583,0.24
103-1,0.00,10.270,1.00,0.00,10.270,0.576,1.00
103-2,0.00,10.270,1.00,0.00,10.270,0.576,1.00
103-3,0.46,8.021,0.17,0.46,8.028,0.550,0.17
104-1,0.00,10.270,1.00,0.00,10.270,0.576,1.00
104-2,0.00,10.270,1.00,0.00,10.270,0.576,1.00
104-3,0.00,10.270,1.00,0.00,10.270,0.576,1.00
105-1,0.98,9.873,0.93,0.98,9.881,0.547,0.93
105-2,0.96,9.884,1.00,0.96,9.923,0.855,1.00
105-3,0.97,13.223,1.00,0.97,13.243,1.151,1.00
106-1,0.83,8.922,0.90,0.83,8.921,0.554,0.89
106-2,0.53,9.506,0.90,0.53,9.509,0.548,0.90
106-3,0.23,9.435,0.07,0.23,9.436,0.568,0.10
107-1,1.00,12.789,1.00,1.00,12.828,1.056,1.00
107-2,1.00,8.137,0.06,1.00,8.128,0.542,0.06
107-3,0.00,10.270,1.00,0.00,10.270,0.576,1.00
108-1,0.00,10.270,1.00,0.00,10.270,0.576,1.00
109-1,0.00,10.270,1.00,0.00,10.270,0.576,1.00
110-1,1.00,9.919,0.22,1.00,9.936,0.568,0.22
110-2,0.95,8.116,0.73,0.95,8.105,0.562,0.73
110-3,1.00,13.263,1.00,1.00,13.282,0.587,1.00
111-1,0.89,9.728,0.19,0.89,9.743,0.568,0.22
111-2,0.99,12.118,1.00,0.99,12.136,0.562,1.00
111-3,0.09,9.874,0.02,0.09,9.884,0.582,0.03
112-1,1.00,8.097,0.61,1.00,8.081,0.566,0.60
112-2,1.00,8.098,0.61,1.00,8.081,0.562,0.60
112-3,0.99,8.107,0.60,0.99,8.093,0.573,0.59
113-1,0.99,8.093,0.57,0.99,8.081,0.569,0.59
113-2,0.86,13.046,1.00,0.86,13.065,0.570,1.00
113-3,0.10,9.985,0.19,0.10,9.978,0.574,0.21
114-1,1.00,7.744,1.00,1.00,7.733,0.508,1.00
115-1,1.00,8.519,0.45,1.00,8.418,0.506,0.56
116-1,0.80,8.219,0.69,0.80,8.138,0.527,0.49
116-2,0.76,8.174,0.15,0.76,8.170,0.540,0.26
117-1,1.00,8.304,0.15,1.00,8.274,0.570,0.14
117-2,0.27,8.948,1.00,0.27,8.952,0.607,1.00
119-1,0.94,7.768,0.89,0.94,7.771,0.544,0.89
120-1,1.00,7.781,1.00,1.00,7.797,0.509,1.00
120-2,1.00,8.610,0.78,1.00,8.599,0.522,0.78
120-3,0.71,9.382,0.56,0.71,9.374,0.532,0.58
121-1,0.62,7.488,0.51,0.62,7.501,0.528,0.54
121-2,0.02,10.201,0.72,0.02,10.202,0.579,0.78
121-3,0.68,7.547,0.04,0.68,7.534,0.527,0.04
122-1,0.84,8.058,0.99,0.85,7.998,0.516,0.91
124-1,1.00,9.454,0.39,1.00,9.450,0.584,0.39
124-2,1.00,9.723,0.31,1.00,9.710,0.558,0.32
124-3,1.00,9.544,0.38,1.00,9.537,0.584,0.39
125-1,0.98,7.757,1.00,0.98,7.740,0.508,0.99
125-2,0.87,8.597,0.45,0.87,8.565,0.538,0.50
125-3,0.99,9.517,0.95,0.99,9.454,0.559,0.92
126-1,0.99,7.751,0.38,0.99,7.707,0.560,0.48
127-1,0.95,7.467,0.69,0.95,7.424,0.571,0.70
127-2,0.94,7.097,0.21,0.94,7.102,0.555,0.21
127-3,0.00,10.270,1.00,0.00,10.270,0.576,1.00
128-1,0.63,10.653,0.97,0.63,10.682,0.690,0.97
129-1,0.98,7.253,0.52,0.98,7.235,0.574,0.51
129-2,0.53,8.553,0.48,0.53,8.547,0.561,0.48
129-3,0.98,7.267,0.52,0.98,7.251,0.579,0.51
130-1,0.00,10.270,1.00,0.00,10.270,0.576,1.00
130-2,0.00,10.270,1.00,0.00,10.270,0.576,1.00
130-3,0.00,10.270,1.00,0.00,10.270,0.576,1.00
131-1,0.78,7.619,0.44,0.78,7.613,0.540,0.39
131-2,0.75,7.708,0.11,0.75,7.659,0.533,0.13
131-3,0.97,8.153,0.29,0.97,8.111,0.554,0.29
132-1,1.00,8.442,0.56,1.00,8.417,0.555,0.57
132-2,0.99,8.437,0.56,0.99,8.416,0.564,0.55
65-1,0.91,9.058,0.19,0.91,9.043,0.559,0.18
65-2,0.86,9.064,0.18,0.86,9.052,0.562,0.18
65-3,0.91,9.054,0.19,0.91,9.051,0.563,0.19
68-1,0.00,10.270,1.00,0.00,10.270,0.576,1.00
68-2,0.00,10.270,1.00,0.00,10.270,0.576,1.00
69-1,0.00,10.270,1.00,0.00,10.270,0.576,1.00
69-2,1.00,8.300,0.96,1.00,8.265,0.531,0.94
70-1,1.00,7.617,0.24,1.00,7.597,0.557,0.22
70-2,1.00,9.057,0.12,1.00,9.024,0.570,0.13
70-3,1.00,8.548,0.16,1.00,8.549,0.559,0.17
