ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.90,0.249,0.36,0.91,0.277,0.064,0.35
BLAST-S14,0.81,0.224,0.30,0.81,0.245,0.049,0.33
Naive-S11,1.00,0.396,0.17,1.00,0.400,0.029,0.17
Naive-S14,1.00,0.420,0.22,1.00,0.423,0.043,0.21
101-1,0.81,0.593,0.01,0.81,0.589,0.077,0.12
101-2,0.19,0.113,0.20,0.19,0.108,0.057,0.28
101-3,0.81,0.617,0.20,0.81,0.614,0.076,0.24
102-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-1,0.57,0.439,0.10,0.57,0.450,0.071,0.10
103-2,0.76,0.523,0.03,0.76,0.537,0.058,0.06
103-3,0.57,0.411,0.17,0.57,0.405,0.089,0.17
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,0.90,0.538,0.92,0.90,0.567,0.067,0.66
105-2,0.86,0.568,1.00,0.86,0.583,0.074,0.97
105-3,0.90,0.570,1.00,0.90,0.577,0.069,0.98
106-1,0.67,0.534,0.07,0.67,0.529,0.096,0.08
106-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
106-3,0.38,0.441,0.07,0.38,0.433,0.110,0.09
107-1,0.95,0.546,0.70,0.95,0.559,0.065,0.71
107-2,0.95,0.589,0.02,0.95,0.592,0.065,0.03
107-3,0.95,0.552,0.02,0.95,0.547,0.075,0.02
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,0.95,0.502,0.45,0.95,0.497,0.067,0.39
110-2,0.81,0.307,0.34,0.81,0.309,0.052,0.38
110-3,1.00,0.211,0.02,1.00,0.242,0.056,0.48
111-1,0.95,0.502,0.45,0.95,0.497,0.067,0.39
111-2,1.00,0.211,0.02,1.00,0.242,0.056,0.48
111-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
112-1,1.00,0.376,0.36,1.00,0.382,0.064,0.35
112-2,1.00,0.398,0.31,1.00,0.400,0.062,0.32
112-3,1.00,0.376,0.36,1.00,0.382,0.064,0.35
113-1,1.00,0.398,0.31,1.00,0.400,0.062,0.32
113-2,1.00,0.211,0.02,1.00,0.242,0.056,0.48
113-3,0.71,0.455,0.45,0.71,0.468,0.070,0.30
114-1,1.00,0.677,0.93,1.00,0.678,0.067,0.94
115-1,1.00,0.649,0.19,1.00,0.650,0.063,0.18
116-1,0.67,0.459,0.02,0.67,0.454,0.082,0.17
116-2,0.38,0.316,0.02,0.38,0.310,0.089,0.15
117-1,1.00,0.481,0.03,1.00,0.498,0.051,0.04
117-2,0.10,0.121,1.00,0.10,0.118,0.083,0.87
119-1,1.00,0.560,0.77,1.00,0.576,0.074,0.70
120-1,1.00,0.687,0.93,1.00,0.689,0.060,0.93
120-2,1.00,0.389,0.77,1.00,0.392,0.063,0.76
120-3,1.00,0.306,0.64,1.00,0.313,0.055,0.64
121-1,0.76,0.583,0.60,0.76,0.578,0.087,0.60
121-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
