ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.90,5.244,0.55,0.91,5.241,1.030,0.57
BLAST-S14,0.81,5.400,0.46,0.81,5.370,0.996,0.55
Naive-S11,1.00,5.246,0.28,1.00,5.182,0.944,0.39
Naive-S14,1.00,4.942,0.22,1.00,4.858,0.894,0.28
101-1,0.81,4.395,0.01,0.81,4.099,0.877,0.24
101-2,0.19,5.232,0.20,0.19,5.245,1.000,0.31
101-3,0.81,3.178,0.20,0.81,3.259,0.921,0.27
102-1,0.00,5.421,1.00,0.00,5.421,1.004,1.00
102-2,0.00,5.421,1.00,0.00,5.421,1.004,1.00
102-3,0.00,5.421,1.00,0.00,5.421,1.004,1.00
103-1,0.57,3.746,0.15,0.57,3.741,0.865,0.15
103-2,0.76,3.403,0.15,0.76,3.392,0.849,0.16
103-3,0.57,4.022,0.17,0.57,4.029,0.957,0.17
104-1,0.00,5.421,1.00,0.00,5.421,1.004,1.00
104-2,0.00,5.421,1.00,0.00,5.421,1.004,1.00
104-3,0.00,5.421,1.00,0.00,5.421,1.004,1.00
105-1,0.90,4.565,0.93,0.90,4.381,1.024,0.92
105-2,0.86,3.969,1.00,0.86,4.092,0.993,1.00
105-3,0.90,4.831,1.00,0.90,4.996,1.114,1.00
106-1,0.67,3.571,0.07,0.67,3.572,0.970,0.08
106-2,0.00,5.421,1.00,0.00,5.421,1.004,1.00
106-3,0.38,4.103,0.07,0.38,4.099,1.107,0.09
107-1,0.95,4.260,0.75,0.95,4.382,1.018,0.79
107-2,0.95,3.228,0.05,0.95,3.215,0.699,0.06
107-3,0.95,3.759,0.04,0.95,3.721,1.007,0.04
108-1,0.00,5.421,1.00,0.00,5.421,1.004,1.00
109-1,0.00,5.421,1.00,0.00,5.421,1.004,1.00
110-1,0.95,3.976,0.77,0.95,3.940,0.911,0.81
110-2,0.81,5.166,0.75,0.81,5.066,0.903,0.67
110-3,1.00,8.285,1.00,1.00,8.325,0.771,1.00
111-1,0.95,3.976,0.77,0.95,3.940,0.911,0.81
111-2,1.00,8.285,1.00,1.00,8.325,0.771,1.00
111-3,0.00,5.421,1.00,0.00,5.421,1.004,1.00
112-1,1.00,4.177,0.74,1.00,4.196,0.743,0.78
112-2,1.00,4.181,0.81,1.00,4.215,0.741,0.81
112-3,1.00,4.177,0.74,1.00,4.196,0.743,0.78
113-1,1.00,4.181,0.81,1.00,4.215,0.741,0.81
113-2,1.00,8.285,1.00,1.00,8.325,0.771,1.00
