ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,3.942,0.59,1.00,3.853,0.502,0.78
BLAST-S14,1.00,3.505,0.58,1.00,3.433,0.495,0.65
Naive-S11,1.00,3.615,0.44,1.00,3.587,0.447,0.39
Naive-S14,1.00,3.418,0.32,1.00,3.421,0.390,0.34
101-1,0.93,3.521,0.48,0.93,3.484,0.539,0.44
101-2,0.21,3.099,0.10,0.22,3.118,0.852,0.20
101-3,0.93,2.930,0.46,0.93,2.896,0.524,0.57
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.57,2.364,0.33,0.57,2.385,0.931,0.33
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,3.509,0.93,1.00,3.525,0.518,0.93
105-2,1.00,5.343,1.00,1.00,5.361,1.484,1.00
105-3,1.00,9.585,1.00,1.00,9.586,2.667,1.00
106-1,0.57,3.413,0.29,0.57,3.405,0.862,0.27
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.50,3.207,0.29,0.50,3.197,0.927,0.28
107-1,1.00,14.581,0.79,1.00,14.588,4.459,0.80
107-2,1.00,2.938,0.09,1.00,2.893,0.532,0.08
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,3.737,1.00,1.00,3.755,0.468,0.99
110-2,0.93,2.903,0.89,0.93,2.934,0.425,0.90
110-3,1.00,4.553,1.00,1.00,4.606,0.627,0.96
111-1,1.00,3.737,1.00,1.00,3.755,0.468,0.99
111-2,1.00,4.553,1.00,1.00,4.606,0.627,0.96
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,2.967,0.83,1.00,2.863,0.470,0.74
112-2,1.00,2.971,0.69,1.00,2.872,0.466,0.74
112-3,1.00,2.964,0.64,1.00,2.863,0.468,0.73
113-1,1.00,2.956,0.69,1.00,2.868,0.462,0.73
113-2,0.50,6.753,1.00,0.50,6.825,1.090,1.00
113-3,1.00,3.737,0.99,1.00,3.755,0.468,0.99
114-1,1.00,3.031,1.00,1.00,3.031,0.594,1.00
115-1,1.00,2.577,0.46,1.00,2.542,0.533,0.49
116-1,0.71,3.193,0.75,0.72,3.178,0.690,0.63
116-2,0.61,2.225,0.76,0.61,2.249,0.782,0.74
117-1,1.00,3.143,0.15,1.00,3.141,0.513,0.16
117-2,0.25,7.319,1.00,0.25,7.341,0.902,1.00
119-1,1.00,3.476,0.95,1.00,3.455,0.519,0.95
120-1,1.00,3.193,1.00,1.00,3.253,0.616,1.00
120-2,1.00,3.644,0.79,1.00,3.550,0.545,0.80
120-3,1.00,3.494,0.79,1.00,3.456,0.513,0.77
121-1,0.64,3.622,0.60,0.64,3.477,0.689,0.76
121-2,0.21,4.839,1.00,0.21,5.165,1.886,1.00
121-3,0.75,2.860,0.22,0.75,2.770,0.594,0.18
122-1,0.96,3.900,0.88,0.96,3.807,0.524,0.92
