ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.365,0.40,1.00,0.378,0.050,0.45
BLAST-S14,0.98,0.373,0.40,0.98,0.377,0.047,0.41
Naive-S11,1.00,0.288,0.31,1.00,0.292,0.014,0.24
Naive-S14,1.00,0.290,0.14,1.00,0.297,0.014,0.22
101-1,0.90,0.378,0.36,0.90,0.377,0.040,0.35
101-2,0.88,0.450,0.23,0.88,0.455,0.046,0.19
101-3,0.90,0.434,0.56,0.90,0.437,0.037,0.56
102-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-3,0.60,0.471,0.17,0.60,0.469,0.058,0.17
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,1.00,0.453,0.96,1.00,0.460,0.044,0.91
105-2,0.96,0.437,0.99,0.96,0.447,0.042,0.97
105-3,0.96,0.443,0.98,0.96,0.450,0.043,0.99
106-1,0.33,0.314,0.21,0.33,0.314,0.064,0.29
106-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
106-3,0.21,0.218,0.26,0.21,0.215,0.062,0.34
107-1,1.00,0.391,0.77,1.00,0.400,0.040,0.82
107-2,1.00,0.461,0.06,1.00,0.466,0.047,0.05
107-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,0.96,0.404,0.87,0.96,0.413,0.038,0.83
110-2,0.92,0.439,0.34,0.92,0.446,0.036,0.35
110-3,1.00,0.360,0.40,1.00,0.360,0.038,0.42
111-1,0.96,0.382,0.87,0.96,0.396,0.038,0.74
111-2,1.00,0.362,0.40,1.00,0.360,0.038,0.41
111-3,0.04,0.034,0.10,0.04,0.033,0.024,0.10
112-1,1.00,0.458,0.45,1.00,0.462,0.038,0.46
112-2,1.00,0.461,0.45,1.00,0.464,0.037,0.44
112-3,1.00,0.451,0.45,1.00,0.455,0.038,0.45
113-1,1.00,0.453,0.45,1.00,0.457,0.037,0.43
113-2,0.94,0.310,0.50,0.94,0.316,0.037,0.56
113-3,0.94,0.377,0.87,0.94,0.399,0.040,0.75
114-1,1.00,0.510,0.87,1.00,0.522,0.042,0.84
115-1,1.00,0.520,0.26,1.00,0.531,0.045,0.31
116-1,0.75,0.501,0.10,0.75,0.501,0.053,0.16
116-2,0.35,0.263,0.01,0.35,0.262,0.061,0.12
117-1,1.00,0.488,0.11,1.00,0.492,0.034,0.11
117-2,0.40,0.354,1.00,0.40,0.351,0.060,1.00
119-1,0.90,0.494,0.73,0.90,0.493,0.048,0.73
120-1,1.00,0.525,0.88,1.00,0.530,0.044,0.87
120-2,1.00,0.373,0.52,1.00,0.375,0.029,0.52
120-3,1.00,0.335,0.45,1.00,0.336,0.025,0.46
121-1,0.56,0.405,0.60,0.56,0.402,0.051,0.60
121-2,0.46,0.321,0.85,0.46,0.320,0.056,0.68
121-3,0.48,0.411,0.02,0.48,0.411,0.057,0.03
122-1,0.90,0.525,0.79,0.90,0.527,0.046,0.77
124-1,1.00,0.384,0.27,1.00,0.385,0.030,0.28
124-2,1.00,0.333,0.24,1.00,0.338,0.026,0.20
124-3,1.00,0.379,0.26,1.00,0.383,0.030,0.27
125-1,1.00,0.520,0.88,1.00,0.527,0.043,0.84
125-2,0.92,0.466,0.17,0.92,0.474,0.040,0.19
125-3,1.00,0.475,0.30,1.00,0.484,0.044,0.41
126-1,0.17,0.188,0.31,0.17,0.186,0.061,0.30
127-1,0.88,0.448,0.48,0.88,0.462,0.043,0.43
127-2,0.88,0.458,0.42,0.88,0.467,0.041,0.45
127-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
128-1,0.46,0.285,0.15,0.46,0.293,0.043,0.19
129-1,0.96,0.375,0.55,0.96,0.389,0.037,0.57
129-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
129-3,0.96,0.375,0.55,0.96,0.389,0.037,0.57
130-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
131-1,0.69,0.477,0.25,0.69,0.476,0.054,0.32
131-2,0.83,0.500,0.22,0.83,0.500,0.050,0.27
131-3,0.96,0.447,0.04,0.96,0.458,0.044,0.07
132-1,1.00,0.489,0.56,1.00,0.490,0.039,0.56
132-2,1.00,0.485,0.56,1.00,0.487,0.039,0.56
65-1,1.00,0.370,0.59,1.00,0.379,0.027,0.61
65-2,1.00,0.379,0.51,1.00,0.382,0.027,0.55
65-3,1.00,0.379,0.54,1.00,0.383,0.027,0.59
68-1,1.00,0.334,0.90,1.00,0.340,0.035,0.90
68-2,1.00,0.318,0.93,1.00,0.330,0.038,0.93
69-1,1.00,0.491,0.49,1.00,0.501,0.043,0.44
69-2,1.00,0.476,0.38,1.00,0.478,0.042,0.39
70-1,1.00,0.473,0.26,1.00,0.473,0.037,0.27
70-2,1.00,0.287,0.10,1.00,0.287,0.019,0.10
70-3,1.00,0.316,0.09,1.00,0.317,0.021,0.09
72-1,0.73,0.445,0.01,0.73,0.446,0.051,0.03
72-2,0.48,0.228,0.01,0.48,0.226,0.050,0.01
