ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.597,0.40,1.00,0.597,0.027,0.41
BLAST-S14,0.98,0.598,0.40,0.98,0.600,0.025,0.41
Naive-S11,1.00,0.635,0.14,1.00,0.635,0.006,0.14
Naive-S14,1.00,0.641,0.17,1.00,0.637,0.006,0.16
101-1,0.90,0.597,0.36,0.90,0.601,0.024,0.36
101-2,0.88,0.545,0.13,0.88,0.545,0.028,0.16
101-3,0.90,0.568,0.60,0.90,0.568,0.029,0.59
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.60,0.350,0.17,0.60,0.353,0.046,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.550,0.93,1.00,0.549,0.030,0.93
105-2,0.96,0.538,0.98,0.96,0.538,0.027,0.98
105-3,0.96,0.548,1.00,0.96,0.545,0.028,0.99
106-1,0.33,0.380,0.13,0.33,0.383,0.067,0.21
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.21,0.380,0.10,0.21,0.384,0.095,0.25
107-1,1.00,0.598,0.78,1.00,0.593,0.022,0.84
107-2,1.00,0.524,0.03,1.00,0.521,0.030,0.03
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.96,0.596,0.87,0.96,0.591,0.019,0.90
110-2,0.92,0.541,0.50,0.92,0.538,0.029,0.51
