ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.98,0.227,0.44,0.98,0.227,0.010,0.44
BLAST-S14,0.99,0.237,0.49,0.99,0.240,0.010,0.49
Naive-S11,1.00,0.323,0.28,1.00,0.323,0.007,0.28
Naive-S14,1.00,0.323,0.29,1.00,0.323,0.007,0.29
101-1,0.90,0.306,0.36,0.90,0.306,0.010,0.36
101-2,0.19,0.107,0.01,0.19,0.107,0.009,0.05
101-3,0.90,0.311,0.03,0.90,0.312,0.010,0.08
102-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-3,0.51,0.243,0.17,0.51,0.243,0.011,0.17
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,0.99,0.277,0.92,0.99,0.279,0.009,0.90
105-2,0.98,0.313,0.98,0.98,0.313,0.010,0.98
105-3,0.98,0.306,1.00,0.98,0.305,0.010,1.00
106-1,0.32,0.136,0.03,0.32,0.136,0.010,0.04
106-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
106-3,0.21,0.099,0.03,0.21,0.099,0.009,0.04
107-1,1.00,0.256,0.77,1.00,0.259,0.010,0.80
107-2,1.00,0.302,0.03,1.00,0.302,0.010,0.03
107-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,1.00,0.258,0.28,1.00,0.258,0.009,0.28
110-2,0.93,0.269,0.33,0.93,0.269,0.009,0.32
110-3,1.00,0.222,0.29,1.00,0.222,0.008,0.29
111-1,0.94,0.257,0.02,0.94,0.257,0.008,0.04
111-2,0.99,0.218,0.29,0.99,0.218,0.008,0.29
111-3,0.11,0.066,0.01,0.11,0.066,0.008,0.01
112-1,0.99,0.246,0.48,0.99,0.246,0.009,0.48
112-2,0.99,0.244,0.48,0.99,0.245,0.009,0.47
112-3,0.96,0.238,0.48,0.96,0.238,0.009,0.49
113-1,0.96,0.235,0.53,0.96,0.237,0.009,0.50
113-2,0.82,0.117,0.68,0.82,0.119,0.006,0.61
113-3,0.11,0.071,0.01,0.11,0.070,0.008,0.01
114-1,1.00,0.332,0.91,1.00,0.334,0.010,0.90
115-1,1.00,0.337,0.23,1.00,0.337,0.010,0.24
116-1,0.70,0.250,0.18,0.70,0.250,0.011,0.15
116-2,0.51,0.181,0.09,0.51,0.181,0.011,0.12
117-1,1.00,0.291,0.12,1.00,0.292,0.009,0.12
117-2,0.11,0.047,1.00,0.11,0.047,0.007,1.00
119-1,0.94,0.311,0.66,0.94,0.311,0.010,0.66
120-1,1.00,0.343,0.94,1.00,0.343,0.010,0.94
120-2,1.00,0.350,0.71,1.00,0.351,0.009,0.72
120-3,1.00,0.314,0.57,1.00,0.315,0.010,0.59
121-1,0.67,0.279,0.60,0.67,0.278,0.011,0.60
121-2,0.02,0.008,0.72,0.02,0.008,0.003,0.71
121-3,0.68,0.285,0.01,0.68,0.285,0.011,0.01
122-1,0.56,0.230,0.69,0.56,0.230,0.011,0.69
124-1,1.00,0.267,0.39,1.00,0.269,0.007,0.37
124-2,1.00,0.266,0.31,1.00,0.266,0.007,0.31
124-3,1.00,0.268,0.33,1.00,0.268,0.007,0.33
125-1,0.99,0.327,0.85,0.99,0.330,0.009,0.89
