ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.341,0.32,0.99,0.351,0.035,0.34
BLAST-S14,0.94,0.368,0.37,0.94,0.372,0.040,0.37
Naive-S11,1.00,0.317,0.30,1.00,0.320,0.022,0.23
Naive-S14,1.00,0.299,0.16,1.00,0.300,0.018,0.16
101-1,0.91,0.484,0.37,0.91,0.486,0.035,0.28
101-2,0.90,0.528,0.18,0.90,0.530,0.035,0.17
101-3,0.91,0.557,0.30,0.91,0.562,0.037,0.42
102-1,0.94,0.513,0.67,0.94,0.516,0.034,0.62
102-2,0.85,0.454,0.46,0.85,0.465,0.034,0.65
102-3,0.13,0.166,0.40,0.13,0.163,0.042,0.41
103-1,0.76,0.467,0.18,0.76,0.470,0.035,0.22
103-2,0.84,0.534,0.50,0.84,0.541,0.038,0.48
103-3,0.78,0.526,0.17,0.78,0.525,0.039,0.17
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,0.97,0.435,0.92,0.97,0.447,0.035,0.73
105-2,0.97,0.494,0.99,0.97,0.495,0.037,0.99
105-3,0.97,0.464,0.99,0.97,0.463,0.038,0.99
106-1,0.85,0.462,0.13,0.85,0.461,0.042,0.14
106-2,0.50,0.293,0.80,0.50,0.293,0.047,0.81
106-3,0.50,0.431,0.09,0.50,0.429,0.045,0.11
107-1,1.00,0.483,0.74,1.00,0.492,0.036,0.81
107-2,1.00,0.457,0.04,1.00,0.458,0.036,0.05
107-3,0.99,0.430,0.05,0.99,0.435,0.039,0.05
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,0.93,0.401,0.44,0.93,0.407,0.037,0.40
110-2,0.94,0.463,0.16,0.94,0.468,0.034,0.17
110-3,1.00,0.184,0.67,1.00,0.193,0.020,0.51
111-1,0.93,0.401,0.44,0.93,0.407,0.037,0.40
111-2,1.00,0.184,0.67,1.00,0.193,0.020,0.51
111-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
112-1,1.00,0.466,0.22,1.00,0.472,0.032,0.28
112-2,1.00,0.472,0.22,1.00,0.480,0.032,0.25
112-3,1.00,0.461,0.22,1.00,0.465,0.033,0.26
113-1,1.00,0.468,0.20,1.00,0.474,0.032,0.24
113-2,0.99,0.178,0.36,0.99,0.183,0.020,0.36
113-3,0.85,0.388,0.44,0.85,0.393,0.036,0.40
114-1,1.00,0.590,0.99,1.00,0.590,0.038,0.99
115-1,1.00,0.580,0.49,1.00,0.584,0.037,0.49
116-1,0.88,0.534,0.61,0.88,0.536,0.040,0.50
116-2,0.84,0.466,0.49,0.84,0.466,0.044,0.54
117-1,1.00,0.451,0.09,1.00,0.457,0.030,0.08
117-2,0.28,0.250,1.00,0.28,0.247,0.052,1.00
119-1,0.96,0.523,0.76,0.96,0.523,0.034,0.76
120-1,1.00,0.595,1.00,1.00,0.596,0.037,1.00
120-2,1.00,0.279,0.32,1.00,0.279,0.027,0.33
120-3,0.81,0.218,0.46,0.81,0.218,0.025,0.47
121-1,0.81,0.526,0.51,0.81,0.525,0.040,0.52
121-2,0.07,0.097,0.61,0.07,0.096,0.045,0.64
121-3,0.84,0.557,0.50,0.84,0.563,0.038,0.26
122-1,0.74,0.477,0.90,0.74,0.477,0.042,0.85
124-1,1.00,0.288,0.17,1.00,0.293,0.022,0.21
124-2,1.00,0.197,0.14,1.00,0.201,0.014,0.15
124-3,1.00,0.287,0.17,1.00,0.293,0.023,0.23
125-1,1.00,0.590,0.99,1.00,0.590,0.038,0.99
125-2,0.96,0.499,0.33,0.96,0.515,0.036,0.38
125-3,0.99,0.460,0.37,0.99,0.462,0.035,0.41
126-1,0.62,0.314,0.55,0.62,0.315,0.044,0.53
127-1,0.90,0.552,0.69,0.90,0.553,0.035,0.69
127-2,0.88,0.487,0.18,0.88,0.493,0.036,0.17
127-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
128-1,0.75,0.392,0.01,0.75,0.392,0.041,0.02
129-1,0.96,0.438,0.54,0.96,0.445,0.039,0.52
129-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
129-3,0.96,0.438,0.54,0.96,0.445,0.039,0.52
130-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
131-1,0.74,0.511,0.53,0.73,0.510,0.042,0.56
131-2,0.82,0.535,0.10,0.82,0.536,0.041,0.45
131-3,0.93,0.520,0.11,0.93,0.527,0.038,0.27
132-1,1.00,0.494,0.39,1.00,0.496,0.031,0.38
132-2,1.00,0.491,0.39,1.00,0.492,0.032,0.38
65-1,0.94,0.346,0.10,0.94,0.354,0.030,0.13
65-2,0.87,0.346,0.10,0.87,0.355,0.030,0.13
65-3,0.94,0.363,0.09,0.94,0.374,0.031,0.10
68-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
68-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
69-1,1.00,0.535,0.63,1.00,0.537,0.035,0.61
69-2,1.00,0.536,0.66,1.00,0.542,0.035,0.54
70-1,1.00,0.436,0.11,1.00,0.440,0.029,0.13
70-2,1.00,0.274,0.10,1.00,0.281,0.018,0.11
70-3,1.00,0.299,0.08,1.00,0.301,0.020,0.09
72-1,1.00,0.506,0.01,1.00,0.505,0.034,0.01
72-2,0.84,0.283,0.01,0.84,0.281,0.041,0.01
73-1,1.00,0.443,0.99,1.00,0.455,0.035,0.93
73-2,1.00,0.454,0.99,1.00,0.462,0.036,0.97
73-3,0.97,0.451,0.85,0.97,0.452,0.032,0.88
