ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.86,4.505,0.55,0.86,4.501,0.905,0.59
BLAST-S14,0.77,4.840,0.56,0.77,4.799,0.962,0.63
Naive-S11,1.00,5.187,0.28,1.00,5.135,0.905,0.39
Naive-S14,1.00,4.849,0.22,1.00,4.785,0.855,0.27
101-1,0.82,3.960,0.36,0.82,3.338,0.754,0.28
101-2,0.18,3.630,0.80,0.18,3.582,1.867,0.74
101-3,0.82,2.100,0.20,0.82,2.189,0.682,0.34
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.55,2.576,0.18,0.55,2.590,0.637,0.18
103-2,0.77,2.452,0.18,0.77,2.429,0.467,0.17
103-3,0.59,2.647,0.17,0.59,2.692,0.901,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.91,3.971,0.93,0.91,3.806,0.841,0.93
105-2,0.86,3.335,1.00,0.86,3.410,0.952,1.00
105-3,0.91,4.536,1.00,0.91,4.685,1.146,1.00
106-1,0.64,3.320,0.07,0.64,3.331,1.386,0.09
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.36,1.395,0.07,0.36,1.447,1.065,0.09
107-1,0.95,3.875,0.75,0.95,4.010,1.019,0.79
107-2,0.95,2.886,0.05,0.95,2.883,0.682,0.06
107-3,0.95,3.679,0.05,0.95,3.664,1.044,0.05
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.95,4.054,0.77,0.95,4.022,0.915,0.81
110-2,0.82,5.015,0.75,0.82,4.938,0.868,0.71
110-3,1.00,8.332,1.00,1.00,8.365,0.751,1.00
111-1,0.95,4.054,0.77,0.95,4.022,0.915,0.81
111-2,1.00,8.332,1.00,1.00,8.365,0.751,1.00
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,4.251,0.83,1.00,4.280,0.718,0.81
112-2,1.00,4.251,0.81,1.00,4.290,0.716,0.82
112-3,1.00,4.251,0.83,1.00,4.280,0.718,0.81
113-1,1.00,4.251,0.81,1.00,4.290,0.716,0.82
113-2,1.00,8.332,1.00,1.00,8.365,0.751,1.00
113-3,0.68,2.893,0.86,0.68,2.755,0.715,0.85
114-1,1.00,2.768,0.93,1.00,2.776,0.873,0.93
115-1,1.00,2.849,0.25,1.00,2.874,0.756,0.24
116-1,0.68,3.330,0.66,0.68,3.270,1.090,0.50
116-2,0.36,3.058,0.31,0.36,3.040,1.133,0.34
117-1,1.00,4.790,0.09,1.00,4.767,0.895,0.09
117-2,0.09,5.183,1.00,0.09,5.094,3.940,1.00
119-1,1.00,3.616,0.77,1.00,3.721,0.877,0.78
120-1,1.00,2.607,0.93,1.00,2.620,0.736,0.94
120-2,1.00,4.571,0.79,1.00,4.536,1.023,0.79
120-3,1.00,4.797,0.78,1.00,4.766,0.985,0.76
121-1,0.73,2.304,0.60,0.73,2.352,0.791,0.60
121-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
121-3,0.77,2.181,0.02,0.77,2.223,0.754,0.02
122-1,0.32,2.516,1.00,0.32,2.565,1.237,1.00
124-1,1.00,4.616,0.21,1.00,4.410,0.727,0.28
124-2,1.00,3.999,0.15,1.00,4.042,0.888,0.15
