ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.592,0.42,1.00,0.583,0.026,0.42
BLAST-S14,0.97,0.574,0.40,0.97,0.566,0.031,0.41
Naive-S11,1.00,0.653,0.09,1.00,0.651,0.012,0.09
Naive-S14,1.00,0.653,0.13,1.00,0.651,0.012,0.13
101-1,0.91,0.528,0.38,0.91,0.523,0.042,0.28
101-2,0.85,0.452,0.10,0.85,0.453,0.052,0.07
101-3,0.91,0.470,0.13,0.91,0.467,0.042,0.13
102-1,0.94,0.404,0.36,0.94,0.401,0.047,0.40
102-2,0.91,0.396,0.46,0.91,0.398,0.050,0.48
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.56,0.421,0.17,0.56,0.426,0.053,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.498,0.81,1.00,0.494,0.041,0.83
105-2,0.91,0.454,0.94,0.91,0.447,0.048,0.94
105-3,1.00,0.495,0.97,1.00,0.489,0.045,0.97
106-1,0.79,0.471,0.03,0.79,0.475,0.044,0.05
106-2,0.35,0.569,0.75,0.35,0.571,0.068,0.74
106-3,0.29,0.439,0.03,0.29,0.447,0.062,0.05
107-1,1.00,0.512,1.00,1.00,0.512,0.043,0.86
107-2,1.00,0.478,0.02,1.00,0.482,0.043,0.02
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.457,0.80,1.00,0.454,0.047,0.83
110-2,0.97,0.451,0.49,0.97,0.451,0.043,0.44
110-3,1.00,0.636,0.15,1.00,0.633,0.040,0.10
111-1,1.00,0.461,0.81,1.00,0.457,0.047,0.84
111-2,1.00,0.614,0.13,1.00,0.616,0.039,0.11
111-3,0.09,0.689,0.96,0.09,0.691,0.007,0.78
112-1,1.00,0.435,0.50,1.00,0.435,0.041,0.48
112-2,1.00,0.436,0.50,1.00,0.436,0.041,0.48
112-3,1.00,0.473,0.40,1.00,0.470,0.040,0.38
113-1,1.00,0.470,0.40,1.00,0.470,0.040,0.38
113-2,0.50,0.530,0.43,0.50,0.530,0.069,0.50
113-3,0.94,0.545,0.77,0.94,0.543,0.042,0.70
114-1,1.00,0.416,0.90,1.00,0.419,0.043,0.88
115-1,1.00,0.421,0.19,1.00,0.416,0.040,0.23
116-1,0.47,0.388,0.34,0.47,0.390,0.063,0.44
116-2,0.44,0.423,0.34,0.44,0.427,0.069,0.46
117-1,1.00,0.545,0.10,1.00,0.539,0.042,0.10
117-2,0.15,0.374,1.00,0.15,0.393,0.153,1.00
119-1,0.97,0.455,0.69,0.97,0.455,0.044,0.72
120-1,1.00,0.445,0.96,1.00,0.441,0.042,0.94
120-2,1.00,0.619,0.32,1.00,0.615,0.025,0.35
120-3,0.88,0.671,0.44,0.88,0.672,0.022,0.44
121-1,0.50,0.497,0.60,0.50,0.497,0.046,0.53
121-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
121-3,0.79,0.447,0.03,0.79,0.448,0.043,0.03
122-1,0.85,0.402,0.73,0.85,0.406,0.045,0.75
124-1,1.00,0.611,0.24,1.00,0.609,0.018,0.25
124-2,1.00,0.663,0.13,1.00,0.661,0.012,0.15
124-3,1.00,0.611,0.24,1.00,0.611,0.019,0.25
125-1,0.94,0.405,0.90,0.94,0.406,0.043,0.89
125-2,0.91,0.457,0.34,0.91,0.458,0.045,0.35
125-3,1.00,0.477,0.63,1.00,0.473,0.043,0.63
126-1,0.03,0.804,1.00,0.03,0.804,0.000,1.00
127-1,0.94,0.426,0.38,0.94,0.413,0.048,0.46
127-2,0.88,0.378,0.15,0.88,0.367,0.050,0.14
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.85,0.522,0.22,0.85,0.513,0.049,0.35
129-1,0.94,0.435,0.44,0.94,0.432,0.042,0.44
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,0.94,0.435,0.44,0.94,0.432,0.042,0.44
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.71,0.404,0.33,0.71,0.405,0.048,0.26
131-2,0.76,0.407,0.03,0.76,0.409,0.045,0.07
131-3,0.97,0.510,0.08,0.97,0.507,0.042,0.06
132-1,1.00,0.445,0.59,1.00,0.441,0.041,0.55
132-2,1.00,0.481,0.53,1.00,0.472,0.039,0.51
65-1,1.00,0.541,0.40,1.00,0.541,0.040,0.40
65-2,1.00,0.538,0.37,1.00,0.539,0.041,0.39
65-3,1.00,0.540,0.39,1.00,0.541,0.040,0.40
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,1.00,0.434,0.20,1.00,0.429,0.045,0.21
69-2,1.00,0.415,0.23,1.00,0.414,0.042,0.21
70-1,1.00,0.539,0.06,1.00,0.537,0.033,0.08
70-2,1.00,0.635,0.11,1.00,0.634,0.017,0.10
70-3,1.00,0.576,0.15,1.00,0.571,0.033,0.12
72-1,1.00,0.466,0.01,1.00,0.471,0.045,0.01
72-2,0.85,0.672,0.01,0.85,0.673,0.058,0.01
73-1,1.00,0.568,0.97,1.00,0.568,0.023,0.93
73-2,1.00,0.568,0.97,1.00,0.568,0.024,0.93
73-3,1.00,0.616,0.99,1.00,0.618,0.042,0.99
74-1,0.41,0.541,0.14,0.41,0.539,0.053,0.13
74-2,1.00,0.482,0.09,1.00,0.474,0.038,0.14
75-1,1.00,0.422,0.45,1.00,0.415,0.042,0.32
75-2,1.00,0.415,0.37,1.00,0.416,0.040,0.36
79-1,0.94,0.450,0.29,0.94,0.450,0.047,0.26
79-2,0.56,0.479,0.22,0.56,0.474,0.054,0.24
79-3,1.00,0.485,0.12,1.00,0.477,0.044,0.27
80-1,0.56,0.398,0.14,0.56,0.399,0.064,0.13
80-2,1.00,0.427,0.28,1.00,0.427,0.040,0.26
81-1,0.76,0.426,0.39,0.76,0.423,0.046,0.48
81-2,0.76,0.426,0.39,0.76,0.423,0.046,0.48
82-1,0.88,0.474,0.68,0.88,0.468,0.049,0.72
83-1,1.00,0.429,0.21,1.00,0.430,0.039,0.24
83-2,1.00,0.427,0.21,1.00,0.430,0.039,0.23
84-1,0.74,0.638,0.10,0.73,0.638,0.015,0.11
85-1,0.91,0.413,0.21,0.91,0.407,0.041,0.24
85-2,0.91,0.413,0.21,0.91,0.407,0.041,0.24
86-1,0.62,0.588,0.38,0.62,0.587,0.060,0.35
86-2,0.62,0.588,0.38,0.62,0.587,0.060,0.35
86-3,0.56,0.697,0.31,0.56,0.697,0.061,0.34
87-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
87-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
87-3,0.71,0.397,0.52,0.71,0.390,0.054,0.51
88-1,0.91,0.381,0.06,0.91,0.384,0.049,0.31
89-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
93-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
93-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
94-1,1.00,0.436,1.00,1.00,0.438,0.037,0.76
95-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
95-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
98-1,1.00,0.503,0.51,1.00,0.503,0.037,0.51
99-1,0.97,0.432,0.10,0.97,0.423,0.044,0.10
