ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.228,0.53,0.99,0.236,0.020,0.48
BLAST-S14,1.00,0.243,0.51,1.00,0.247,0.019,0.52
Naive-S11,1.00,0.285,0.19,1.00,0.285,0.008,0.18
Naive-S14,1.00,0.291,0.20,1.00,0.291,0.007,0.20
101-1,0.89,0.266,0.36,0.89,0.266,0.020,0.36
101-2,0.85,0.329,0.13,0.85,0.331,0.018,0.18
101-3,0.89,0.288,0.33,0.89,0.291,0.015,0.35
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.53,0.304,0.17,0.53,0.303,0.024,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.330,0.93,1.00,0.331,0.020,0.93
105-2,0.99,0.345,0.96,0.99,0.346,0.020,0.96
105-3,0.99,0.331,1.00,0.99,0.333,0.021,0.99
106-1,0.35,0.382,0.08,0.35,0.381,0.032,0.11
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.21,0.358,0.11,0.21,0.359,0.039,0.14
107-1,0.99,0.296,0.76,0.99,0.299,0.022,0.77
107-2,0.99,0.275,0.02,0.99,0.275,0.020,0.02
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.246,0.21,1.00,0.246,0.009,0.21
110-2,0.96,0.323,0.34,0.95,0.325,0.016,0.38
110-3,1.00,0.258,0.38,1.00,0.259,0.017,0.37
111-1,0.90,0.279,0.03,0.90,0.279,0.013,0.05
111-2,1.00,0.251,0.40,1.00,0.252,0.016,0.40
111-3,0.14,0.337,0.01,0.14,0.334,0.046,0.08
112-1,0.99,0.323,0.50,0.99,0.325,0.016,0.52
112-2,0.99,0.321,0.51,0.99,0.324,0.016,0.51
112-3,0.99,0.315,0.50,0.99,0.316,0.015,0.49
113-1,0.99,0.312,0.49,0.99,0.314,0.015,0.48
113-2,0.88,0.214,0.52,0.88,0.215,0.016,0.52
