ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,19.902,0.91,0.99,19.886,1.085,0.91
BLAST-S14,0.99,19.930,0.94,0.99,19.869,1.076,0.93
Naive-S11,1.00,19.152,0.22,1.00,19.113,1.045,0.24
Naive-S14,1.00,19.135,0.23,1.00,19.098,1.035,0.24
101-1,0.82,20.073,0.42,0.82,20.048,1.077,0.43
101-2,0.80,18.998,0.42,0.80,18.963,1.083,0.45
101-3,0.82,21.658,0.98,0.82,21.671,1.055,0.98
102-1,0.00,20.512,1.00,0.00,20.495,1.114,1.00
102-2,0.00,20.512,1.00,0.00,20.495,1.114,1.00
102-3,0.00,20.512,1.00,0.00,20.495,1.114,1.00
103-1,0.00,20.512,1.00,0.00,20.495,1.114,1.00
103-2,0.00,20.512,1.00,0.00,20.495,1.114,1.00
103-3,0.42,18.903,0.17,0.42,18.901,1.063,0.17
104-1,0.00,20.512,1.00,0.00,20.495,1.114,1.00
104-2,0.00,20.512,1.00,0.00,20.495,1.114,1.00
104-3,0.00,20.512,1.00,0.00,20.495,1.114,1.00
105-1,1.00,20.133,0.99,1.00,20.049,1.066,0.99
105-2,0.97,37.592,1.00,0.97,37.714,4.619,1.00
105-3,0.99,47.012,1.00,0.99,47.097,5.170,1.00
106-1,0.39,19.406,0.18,0.39,19.390,1.095,0.18
106-2,0.00,20.512,1.00,0.00,20.495,1.114,1.00
106-3,0.26,19.572,0.18,0.26,19.560,1.098,0.19
107-1,1.00,64.015,1.00,1.00,64.004,5.514,1.00
107-2,1.00,18.739,0.04,1.00,18.730,1.050,0.04
107-3,0.00,20.512,1.00,0.00,20.495,1.114,1.00
108-1,0.00,20.512,1.00,0.00,20.495,1.114,1.00
109-1,0.00,20.512,1.00,0.00,20.495,1.114,1.00
110-1,1.00,20.215,0.40,1.00,20.069,1.120,0.40
110-2,0.94,18.529,0.83,0.95,18.500,1.064,0.83
110-3,1.00,23.462,1.00,1.00,23.481,0.961,1.00
111-1,0.93,19.919,0.68,0.93,19.869,1.098,0.66
111-2,0.99,22.130,1.00,0.99,22.144,0.989,1.00
111-3,0.16,20.100,0.29,0.16,20.081,1.098,0.37
112-1,0.99,18.639,0.72,0.99,18.596,1.044,0.71
112-2,0.99,18.613,0.74,0.99,18.574,1.044,0.72
112-3,0.97,18.865,0.67,0.97,18.827,1.052,0.67
113-1,0.97,18.827,0.67,0.97,18.793,1.054,0.68
