ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,16.821,0.97,0.99,16.765,1.002,0.92
BLAST-S14,1.00,16.652,0.97,1.00,16.655,1.008,0.97
Naive-S11,1.00,15.683,0.27,1.00,15.685,0.956,0.27
Naive-S14,1.00,15.683,0.26,1.00,15.681,0.951,0.26
101-1,0.89,16.583,0.49,0.89,16.515,1.068,0.49
101-2,0.85,15.842,0.56,0.85,15.797,1.065,0.61
101-3,0.89,19.892,1.00,0.89,19.962,1.352,0.99
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.53,12.522,0.33,0.53,12.543,1.104,0.33
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,16.674,0.99,1.00,16.605,0.969,0.99
105-2,0.99,32.161,1.00,0.99,32.257,4.175,1.00
105-3,0.99,42.389,1.00,0.99,42.448,4.943,1.00
106-1,0.35,12.881,0.90,0.35,12.769,1.316,0.75
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.21,15.522,0.92,0.21,15.376,1.775,0.79
107-1,0.99,59.503,1.00,0.99,59.529,6.664,1.00
107-2,0.99,16.041,0.04,0.99,15.979,0.970,0.05
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,16.443,0.37,1.00,16.260,1.014,0.31
110-2,0.96,16.206,0.86,0.95,16.170,1.006,0.90
110-3,1.00,22.046,1.00,1.00,22.085,1.026,1.00
111-1,0.90,15.716,0.40,0.90,15.679,0.967,0.55
111-2,1.00,20.083,1.00,1.00,20.118,0.976,1.00
111-3,0.14,13.721,1.00,0.14,13.749,2.335,0.99
112-1,0.99,16.088,0.80,0.99,16.073,0.976,0.79
112-2,0.99,16.108,0.79,0.99,16.089,0.977,0.80
112-3,0.99,16.013,0.72,0.99,15.974,0.972,0.72
113-1,0.99,16.049,0.75,0.99,16.001,0.975,0.73
113-2,0.88,22.295,1.00,0.88,22.328,0.965,1.00
113-3,0.15,13.483,1.00,0.15,13.508,2.261,0.99
114-1,1.00,20.028,1.00,1.00,20.090,1.167,1.00
115-1,1.00,15.907,0.66,1.00,15.894,0.986,0.68
116-1,0.69,14.441,0.71,0.69,14.406,1.098,0.72
116-2,0.31,11.805,0.71,0.32,11.784,1.156,0.69
117-1,1.00,15.432,0.14,1.00,15.437,0.979,0.14
117-2,0.14,48.617,1.00,0.14,48.782,11.292,1.00
119-1,0.97,15.924,0.90,0.97,15.909,0.944,0.91
120-1,1.00,21.435,1.00,1.00,21.497,1.261,1.00
120-2,1.00,15.521,0.65,1.00,15.497,0.941,0.66
120-3,0.98,15.604,0.55,0.98,15.579,0.887,0.57
121-1,0.54,12.936,0.60,0.54,12.914,0.912,0.64
121-2,0.02,0.000,0.85,0.02,0.000,0.000,0.85
121-3,0.67,13.437,0.54,0.67,13.396,1.023,0.42
122-1,0.67,14.770,1.00,0.67,14.779,1.159,1.00
124-1,1.00,16.542,0.49,1.00,16.385,0.996,0.63
124-2,1.00,15.988,0.34,1.00,15.991,0.959,0.34
124-3,1.00,16.328,0.49,1.00,16.271,1.001,0.57
125-1,1.00,19.997,1.00,1.00,20.060,1.168,1.00
125-2,0.97,16.525,0.99,0.97,16.455,1.008,0.95
125-3,0.95,16.429,0.95,0.95,16.410,1.012,0.95
126-1,0.34,16.659,0.42,0.34,16.659,1.905,0.41
127-1,0.96,15.493,0.59,0.95,15.483,0.996,0.57
127-2,0.95,15.078,0.64,0.95,15.041,1.017,0.66
127-3,0.26,20.411,0.70,0.26,20.439,2.354,0.70
128-1,0.57,51.188,1.00,0.57,51.247,9.795,1.00
129-1,1.00,14.957,0.65,1.00,14.938,0.975,0.64
129-2,0.72,16.069,0.64,0.72,16.045,1.216,0.64
129-3,1.00,14.936,0.65,1.00,14.912,0.970,0.64
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.84,15.352,0.70,0.84,15.354,1.050,0.72
131-2,0.83,14.926,0.85,0.83,14.910,1.048,0.84
131-3,0.98,15.740,0.30,0.98,15.732,0.977,0.33
132-1,0.99,16.012,0.76,0.99,16.014,0.977,0.80
132-2,0.99,15.997,0.76,0.99,15.992,0.980,0.75
65-1,0.98,15.541,0.50,0.98,15.547,0.936,0.50
65-2,0.94,15.561,0.50,0.94,15.561,0.967,0.50
65-3,0.98,15.604,0.53,0.98,15.598,0.938,0.54
68-1,0.99,30.273,1.00,0.99,30.303,2.594,1.00
68-2,0.99,31.768,1.00,0.99,31.798,2.747,1.00
69-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-2,1.00,15.770,0.83,1.00,15.693,0.928,0.89
70-1,1.00,15.879,0.54,1.00,15.867,0.982,0.55
70-2,1.00,15.758,0.20,1.00,15.750,0.933,0.20
70-3,1.00,15.887,0.18,1.00,15.887,0.982,0.18
72-1,0.98,16.089,0.49,0.98,16.006,0.931,0.50
