ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.97,0.580,0.37,0.97,0.580,0.013,0.37
BLAST-S14,0.96,0.574,0.37,0.96,0.573,0.013,0.38
Naive-S11,1.00,0.628,0.09,1.00,0.628,0.005,0.09
Naive-S14,1.00,0.627,0.13,1.00,0.627,0.005,0.13
101-1,0.90,0.545,0.22,0.90,0.544,0.013,0.22
101-2,0.87,0.498,0.10,0.87,0.498,0.016,0.09
101-3,0.90,0.494,0.12,0.90,0.494,0.015,0.12
102-1,0.99,0.500,0.46,0.99,0.497,0.015,0.49
102-2,0.90,0.500,0.49,0.90,0.498,0.015,0.53
102-3,0.06,0.948,0.01,0.06,0.948,0.014,0.01
103-1,0.21,0.821,0.01,0.21,0.821,0.020,0.01
103-2,0.23,0.809,0.01,0.23,0.810,0.020,0.01
103-3,0.53,0.622,0.17,0.54,0.622,0.023,0.17
104-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
105-1,0.98,0.524,0.92,0.98,0.524,0.013,0.92
105-2,0.95,0.499,0.99,0.95,0.500,0.014,0.99
105-3,0.96,0.516,0.99,0.96,0.515,0.013,0.99
106-1,0.78,0.589,0.07,0.78,0.590,0.017,0.09
106-2,0.45,0.764,0.60,0.45,0.764,0.017,0.61
106-3,0.27,0.807,0.07,0.27,0.807,0.022,0.07
107-1,1.00,0.554,0.75,1.00,0.550,0.012,0.75
107-2,1.00,0.505,0.04,1.00,0.505,0.014,0.04
107-3,0.27,0.776,0.01,0.27,0.777,0.019,0.01
108-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
109-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
110-1,0.97,0.617,0.22,0.97,0.618,0.013,0.21
110-2,0.93,0.544,0.32,0.93,0.543,0.013,0.33
110-3,1.00,0.654,0.92,1.00,0.652,0.008,0.79
111-1,0.92,0.617,0.22,0.92,0.618,0.013,0.21
111-2,0.99,0.653,0.64,0.99,0.652,0.008,0.73
111-3,0.03,0.970,0.02,0.03,0.970,0.010,0.03
112-1,1.00,0.521,0.38,1.00,0.520,0.014,0.37
112-2,1.00,0.522,0.34,1.00,0.520,0.014,0.36
112-3,0.99,0.524,0.34,0.99,0.523,0.013,0.36
113-1,0.99,0.524,0.34,0.99,0.523,0.013,0.35
113-2,0.83,0.657,0.64,0.83,0.656,0.008,0.72
113-3,0.56,0.635,0.39,0.56,0.634,0.016,0.31
114-1,1.00,0.463,0.91,1.00,0.462,0.016,0.90
115-1,1.00,0.473,0.39,1.00,0.472,0.015,0.42
116-1,0.82,0.513,0.04,0.82,0.513,0.018,0.09
116-2,0.77,0.574,0.04,0.77,0.574,0.020,0.09
117-1,1.00,0.570,0.10,1.00,0.565,0.013,0.10
117-2,0.28,0.785,1.00,0.28,0.785,0.024,1.00
119-1,0.94,0.499,0.69,0.94,0.499,0.015,0.69
120-1,1.00,0.469,0.97,1.00,0.468,0.016,0.96
120-2,1.00,0.587,0.53,1.00,0.586,0.009,0.51
120-3,0.77,0.672,0.44,0.77,0.672,0.014,0.44
121-1,0.57,0.598,0.51,0.57,0.598,0.023,0.52
121-2,0.05,0.962,0.27,0.05,0.962,0.012,0.38
121-3,0.67,0.548,0.01,0.67,0.548,0.020,0.01
122-1,0.77,0.563,0.70,0.77,0.563,0.020,0.70
124-1,1.00,0.615,0.24,1.00,0.614,0.007,0.24
124-2,1.00,0.641,0.16,1.00,0.641,0.006,0.16
124-3,1.00,0.625,0.21,1.00,0.624,0.007,0.22
125-1,0.98,0.463,0.91,0.98,0.462,0.016,0.90
125-2,0.90,0.513,0.29,0.90,0.513,0.014,0.29
125-3,0.99,0.556,0.45,0.99,0.556,0.013,0.46
126-1,0.89,0.551,0.25,0.89,0.551,0.018,0.25
127-1,0.93,0.477,0.53,0.93,0.474,0.016,0.55
127-2,0.91,0.491,0.13,0.91,0.490,0.016,0.14
127-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
128-1,0.67,0.608,0.01,0.67,0.609,0.012,0.01
129-1,0.97,0.495,0.46,0.97,0.494,0.015,0.45
129-2,0.15,0.865,0.12,0.15,0.866,0.019,0.13
129-3,0.97,0.496,0.46,0.97,0.494,0.015,0.45
130-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
130-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
130-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
131-1,0.72,0.521,0.05,0.72,0.522,0.019,0.05
131-2,0.75,0.505,0.05,0.75,0.505,0.019,0.05
131-3,0.96,0.497,0.14,0.96,0.496,0.015,0.13
