ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.261,0.52,1.00,0.264,0.012,0.49
BLAST-S14,1.00,0.314,0.62,1.00,0.316,0.012,0.59
Naive-S11,1.00,0.293,0.19,1.00,0.293,0.006,0.19
Naive-S14,1.00,0.291,0.20,1.00,0.291,0.006,0.20
101-1,0.92,0.293,0.36,0.92,0.292,0.012,0.36
101-2,0.90,0.325,0.14,0.90,0.326,0.011,0.17
101-3,0.92,0.326,0.28,0.92,0.328,0.011,0.34
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.03,0.346,0.20,0.03,0.366,0.096,0.13
103-2,0.03,0.329,0.08,0.03,0.353,0.078,0.09
103-3,0.48,0.368,0.17,0.49,0.367,0.020,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.319,0.95,1.00,0.320,0.013,0.95
105-2,1.00,0.312,0.95,1.00,0.314,0.012,0.95
105-3,1.00,0.310,0.99,1.00,0.311,0.013,0.99
106-1,0.45,0.363,0.09,0.45,0.362,0.021,0.10
106-2,0.00,0.472,1.00,0.00,0.472,0.000,1.00
106-3,0.32,0.390,0.09,0.32,0.390,0.026,0.11
107-1,1.00,0.265,1.00,1.00,0.266,0.012,0.95
107-2,1.00,0.266,0.02,1.00,0.266,0.013,0.02
107-3,0.03,0.340,0.02,0.03,0.344,0.090,0.03
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.99,0.364,0.38,0.99,0.366,0.010,0.33
110-2,0.98,0.334,0.38,0.98,0.334,0.012,0.38
110-3,0.99,0.289,0.25,0.99,0.290,0.010,0.29
111-1,0.97,0.350,0.38,0.97,0.350,0.011,0.38
111-2,0.98,0.282,0.34,0.98,0.283,0.010,0.32
111-3,0.15,0.316,0.01,0.15,0.316,0.029,0.07
112-1,1.00,0.349,0.52,1.00,0.350,0.011,0.51
112-2,1.00,0.351,0.51,1.00,0.351,0.011,0.50
