ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.96,0.480,0.35,0.96,0.478,0.032,0.35
BLAST-S14,0.95,0.471,0.37,0.95,0.467,0.030,0.38
Naive-S11,1.00,0.623,0.09,1.00,0.621,0.010,0.08
Naive-S14,1.00,0.620,0.13,1.00,0.619,0.011,0.13
101-1,1.00,0.478,0.39,1.00,0.475,0.025,0.39
101-2,0.96,0.336,0.20,0.96,0.333,0.030,0.23
101-3,1.00,0.347,0.30,1.00,0.343,0.031,0.37
102-1,1.00,0.452,0.63,1.00,0.444,0.027,0.63
102-2,0.93,0.468,0.73,0.93,0.461,0.025,0.75
102-3,0.20,0.424,0.87,0.20,0.410,0.044,0.85
103-1,0.84,0.449,0.21,0.84,0.448,0.021,0.21
103-2,0.98,0.298,0.36,0.98,0.298,0.029,0.37
103-3,0.93,0.328,0.17,0.93,0.329,0.030,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.505,0.92,1.00,0.508,0.025,0.92
105-2,1.00,0.467,1.00,1.00,0.468,0.028,1.00
105-3,1.00,0.523,1.00,1.00,0.524,0.029,1.00
106-1,0.95,0.509,0.27,0.95,0.504,0.025,0.26
106-2,0.71,0.521,0.80,0.71,0.518,0.038,0.83
106-3,0.51,0.378,0.07,0.51,0.381,0.041,0.08
107-1,1.00,0.483,0.79,1.00,0.481,0.024,0.81
107-2,1.00,0.451,0.08,1.00,0.452,0.026,0.07
107-3,1.00,0.487,0.06,1.00,0.481,0.023,0.06
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.98,0.405,0.63,0.98,0.404,0.035,0.68
110-2,0.96,0.415,0.56,0.96,0.407,0.037,0.60
110-3,1.00,0.577,1.00,1.00,0.577,0.021,1.00
111-1,0.98,0.405,0.63,0.98,0.404,0.035,0.68
111-2,1.00,0.577,1.00,1.00,0.577,0.021,1.00
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.420,0.50,1.00,0.411,0.033,0.49
112-2,1.00,0.410,0.46,1.00,0.406,0.032,0.48
112-3,1.00,0.445,0.34,1.00,0.438,0.029,0.38
113-1,1.00,0.425,0.34,1.00,0.423,0.030,0.36
113-2,1.00,0.625,1.00,1.00,0.626,0.018,1.00
113-3,0.93,0.445,0.63,0.93,0.448,0.036,0.63
114-1,1.00,0.380,1.00,1.00,0.381,0.028,1.00
115-1,1.00,0.379,0.61,1.00,0.375,0.028,0.62
116-1,0.93,0.345,0.64,0.93,0.346,0.030,0.62
116-2,0.84,0.344,0.51,0.84,0.346,0.037,0.54
117-1,1.00,0.416,0.12,1.00,0.417,0.031,0.12
117-2,0.44,0.289,1.00,0.44,0.293,0.051,1.00
119-1,1.00,0.403,0.89,1.00,0.398,0.030,0.84
120-1,1.00,0.386,1.00,1.00,0.387,0.029,1.00
120-2,0.98,0.644,0.30,0.98,0.643,0.009,0.32
120-3,0.89,0.632,0.44,0.89,0.633,0.010,0.45
121-1,0.91,0.319,0.60,0.91,0.321,0.028,0.60
121-2,0.05,0.694,0.52,0.05,0.706,0.049,0.55
121-3,0.98,0.307,0.36,0.98,0.306,0.029,0.38
122-1,0.95,0.322,0.74,0.95,0.319,0.033,0.74
124-1,1.00,0.543,0.19,1.00,0.542,0.021,0.19
124-2,1.00,0.559,0.17,1.00,0.553,0.029,0.17
124-3,1.00,0.624,0.18,1.00,0.624,0.015,0.19
125-1,1.00,0.380,1.00,1.00,0.381,0.028,1.00
125-2,1.00,0.430,0.39,1.00,0.422,0.024,0.40
125-3,1.00,0.394,0.63,1.00,0.395,0.034,0.62
126-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
127-1,0.95,0.355,0.68,0.95,0.355,0.035,0.68
127-2,0.95,0.316,0.18,0.95,0.313,0.032,0.19
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.87,0.470,0.18,0.87,0.469,0.031,0.24
129-1,1.00,0.436,0.55,1.00,0.432,0.032,0.55
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,1.00,0.436,0.55,1.00,0.432,0.032,0.55
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.96,0.309,0.04,0.96,0.308,0.030,0.30
131-2,0.96,0.314,0.50,0.96,0.315,0.030,0.46
131-3,0.96,0.307,0.30,0.96,0.305,0.028,0.30
132-1,1.00,0.390,0.49,1.00,0.386,0.031,0.50
132-2,1.00,0.427,0.46,1.00,0.423,0.029,0.44
65-1,0.98,0.505,0.24,0.98,0.501,0.029,0.23
65-2,0.96,0.503,0.24,0.96,0.498,0.029,0.23
65-3,0.98,0.507,0.24,0.98,0.504,0.028,0.24
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,1.00,0.429,0.70,1.00,0.425,0.031,0.65
69-2,1.00,0.407,0.69,1.00,0.402,0.032,0.63
70-1,1.00,0.506,0.07,1.00,0.501,0.022,0.09
70-2,1.00,0.594,0.11,1.00,0.593,0.013,0.11
70-3,1.00,0.610,0.10,1.00,0.609,0.011,0.10
72-1,0.96,0.344,0.10,0.96,0.341,0.036,0.06
72-2,0.51,0.705,0.01,0.51,0.706,0.051,0.01
73-1,1.00,0.521,0.99,1.00,0.515,0.027,0.99
73-2,1.00,0.521,0.99,1.00,0.515,0.027,0.99
73-3,0.98,0.566,1.00,0.98,0.566,0.030,0.98
74-1,0.67,0.436,0.87,0.67,0.437,0.035,0.73
74-2,1.00,0.404,0.59,1.00,0.400,0.030,0.51
75-1,1.00,0.419,0.70,1.00,0.413,0.028,0.71
75-2,1.00,0.408,0.72,1.00,0.399,0.029,0.72
79-1,0.67,0.386,0.18,0.67,0.386,0.029,0.19
79-2,0.55,0.371,0.19,0.55,0.369,0.032,0.23
79-3,0.98,0.364,0.20,0.98,0.364,0.029,0.22
80-1,0.76,0.445,0.70,0.76,0.440,0.031,0.70
80-2,1.00,0.409,0.87,1.00,0.404,0.029,0.82
81-1,0.91,0.343,0.59,0.91,0.344,0.034,0.60
81-2,0.91,0.343,0.59,0.91,0.344,0.034,0.60
82-1,0.95,0.398,0.67,0.95,0.390,0.034,0.72
83-1,1.00,0.510,0.53,1.00,0.507,0.024,0.52
83-2,1.00,0.426,0.33,1.00,0.419,0.025,0.30
84-1,0.91,0.606,0.18,0.91,0.606,0.014,0.17
85-1,0.96,0.321,0.25,0.96,0.318,0.038,0.28
85-2,0.96,0.321,0.25,0.96,0.318,0.038,0.28
86-1,0.15,0.683,0.33,0.15,0.693,0.103,0.35
86-2,0.15,0.683,0.33,0.15,0.693,0.103,0.35
86-3,0.13,0.762,0.31,0.13,0.764,0.121,0.34
