ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.98,0.166,0.46,0.98,0.171,0.011,0.41
BLAST-S14,0.98,0.168,0.43,0.98,0.172,0.011,0.41
Naive-S11,1.00,0.210,0.14,1.00,0.210,0.005,0.15
Naive-S14,1.00,0.211,0.17,1.00,0.212,0.005,0.17
101-1,0.80,0.240,0.36,0.80,0.240,0.012,0.36
101-2,0.78,0.267,0.17,0.78,0.267,0.013,0.16
101-3,0.80,0.242,0.59,0.80,0.244,0.012,0.43
102-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-1,0.15,0.117,0.03,0.15,0.118,0.014,0.03
103-2,0.18,0.145,0.03,0.18,0.145,0.015,0.05
103-3,0.46,0.221,0.17,0.46,0.220,0.017,0.17
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,1.00,0.279,0.93,1.00,0.279,0.014,0.92
105-2,0.94,0.283,0.97,0.93,0.285,0.014,0.96
105-3,0.96,0.290,0.99,0.96,0.290,0.014,0.99
106-1,0.40,0.187,0.03,0.40,0.187,0.017,0.06
106-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
106-3,0.22,0.121,0.03,0.22,0.121,0.016,0.06
107-1,1.00,0.261,0.75,1.00,0.263,0.014,0.77
107-2,1.00,0.250,0.02,1.00,0.250,0.014,0.02
107-3,0.22,0.132,0.02,0.22,0.133,0.014,0.02
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,0.97,0.310,0.39,0.97,0.312,0.010,0.32
110-2,0.94,0.296,0.37,0.94,0.296,0.012,0.34
110-3,0.99,0.220,0.26,0.99,0.220,0.010,0.25
111-1,0.94,0.311,0.39,0.94,0.312,0.010,0.35
111-2,0.99,0.218,0.26,0.99,0.219,0.010,0.29
111-3,0.06,0.055,0.03,0.06,0.054,0.011,0.04
112-1,0.98,0.295,0.42,0.98,0.296,0.012,0.44
112-2,0.99,0.295,0.48,0.99,0.297,0.013,0.45
112-3,0.97,0.292,0.42,0.97,0.292,0.012,0.44
113-1,0.98,0.291,0.43,0.98,0.292,0.012,0.45
113-2,0.80,0.143,0.56,0.80,0.144,0.009,0.53
113-3,0.60,0.206,0.71,0.60,0.207,0.013,0.70
114-1,1.00,0.318,0.72,1.00,0.322,0.013,0.78
115-1,1.00,0.305,0.18,1.00,0.306,0.014,0.21
116-1,0.73,0.233,0.03,0.73,0.233,0.015,0.03
116-2,0.40,0.124,0.01,0.40,0.124,0.013,0.02
117-1,1.00,0.324,0.11,1.00,0.324,0.011,0.11
117-2,0.25,0.126,1.00,0.25,0.126,0.015,1.00
119-1,0.93,0.292,0.46,0.93,0.294,0.014,0.49
120-1,1.00,0.309,0.91,1.00,0.313,0.014,0.85
120-2,1.00,0.237,0.44,1.00,0.238,0.008,0.46
120-3,1.00,0.209,0.45,1.00,0.209,0.008,0.45
121-1,0.48,0.227,0.60,0.48,0.227,0.017,0.51
121-2,0.04,0.040,0.44,0.04,0.039,0.011,0.50
121-3,0.57,0.255,0.01,0.57,0.255,0.017,0.01
122-1,0.55,0.253,0.69,0.55,0.253,0.017,0.69
