ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.592,0.42,1.00,0.592,0.006,0.43
BLAST-S14,0.97,0.582,0.43,0.97,0.581,0.007,0.43
Naive-S11,1.00,0.614,0.09,1.00,0.614,0.004,0.09
Naive-S14,1.00,0.609,0.13,1.00,0.609,0.004,0.13
101-1,0.94,0.583,0.38,0.94,0.582,0.006,0.38
101-2,0.89,0.522,0.10,0.89,0.522,0.009,0.10
101-3,0.94,0.523,0.13,0.94,0.523,0.008,0.15
102-1,0.99,0.529,0.49,0.99,0.528,0.009,0.49
102-2,0.94,0.531,0.54,0.94,0.530,0.008,0.53
102-3,0.02,0.504,0.80,0.02,0.501,0.082,0.78
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.55,0.475,0.17,0.55,0.475,0.011,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.98,0.564,0.92,0.98,0.565,0.007,0.92
105-2,0.95,0.551,0.98,0.95,0.551,0.008,0.98
105-3,0.97,0.561,1.00,0.97,0.561,0.008,1.00
106-1,0.75,0.555,0.03,0.75,0.555,0.009,0.04
106-2,0.40,0.632,0.66,0.40,0.632,0.010,0.64
106-3,0.29,0.502,0.03,0.29,0.502,0.015,0.04
107-1,1.00,0.581,0.78,1.00,0.581,0.007,0.78
107-2,1.00,0.548,0.03,1.00,0.548,0.008,0.03
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.97,0.630,0.19,0.97,0.631,0.005,0.19
110-2,0.94,0.559,0.50,0.94,0.559,0.008,0.50
110-3,1.00,0.646,0.87,1.00,0.645,0.005,0.87
111-1,0.94,0.616,0.22,0.94,0.616,0.005,0.21
111-2,0.98,0.641,0.63,0.98,0.641,0.005,0.61
111-3,0.15,0.579,0.09,0.15,0.579,0.018,0.06
112-1,1.00,0.544,0.40,1.00,0.544,0.007,0.41
112-2,1.00,0.547,0.40,1.00,0.547,0.007,0.41
112-3,1.00,0.553,0.40,1.00,0.553,0.007,0.40
113-1,1.00,0.557,0.40,1.00,0.557,0.007,0.39
113-2,0.80,0.654,0.99,0.80,0.654,0.006,0.99
113-3,0.63,0.606,0.52,0.63,0.605,0.008,0.49
114-1,1.00,0.513,0.88,1.00,0.513,0.008,0.86
115-1,1.00,0.526,0.32,1.00,0.526,0.007,0.33
116-1,0.61,0.505,0.01,0.61,0.506,0.010,0.05
116-2,0.60,0.496,0.01,0.60,0.496,0.012,0.03
117-1,1.00,0.548,0.11,1.00,0.548,0.008,0.11
117-2,0.23,0.481,1.00,0.23,0.482,0.022,1.00
119-1,0.96,0.531,0.77,0.96,0.530,0.008,0.75
120-1,1.00,0.518,0.97,1.00,0.517,0.008,0.96
120-2,1.00,0.579,0.53,1.00,0.578,0.006,0.54
120-3,0.76,0.582,0.44,0.76,0.583,0.008,0.44
121-1,0.49,0.486,0.60,0.49,0.486,0.012,0.54
121-2,0.09,0.382,0.44,0.09,0.381,0.039,0.40
121-3,0.70,0.504,0.01,0.70,0.504,0.009,0.01
122-1,0.85,0.505,0.71,0.85,0.505,0.009,0.71
124-1,1.00,0.601,0.28,1.00,0.601,0.005,0.28
124-2,1.00,0.615,0.16,1.00,0.615,0.005,0.16
124-3,1.00,0.626,0.27,1.00,0.625,0.005,0.26
