ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,8.114,0.84,1.00,8.083,0.229,0.79
BLAST-S14,0.97,8.006,0.68,0.97,7.984,0.228,0.72
Naive-S11,1.00,8.061,0.11,1.00,8.062,0.218,0.11
Naive-S14,1.00,8.061,0.17,1.00,8.062,0.218,0.17
101-1,0.94,7.970,0.45,0.94,7.966,0.227,0.45
101-2,0.89,7.219,0.25,0.89,7.207,0.234,0.26
101-3,0.94,7.295,0.69,0.94,7.278,0.222,0.78
102-1,0.99,7.389,0.77,0.99,7.387,0.238,0.77
102-2,0.94,7.582,0.83,0.94,7.576,0.241,0.83
102-3,0.02,8.742,0.25,0.02,8.742,0.238,0.25
103-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
103-2,0.00,8.826,1.00,0.00,8.826,0.236,1.00
103-3,0.55,7.371,0.17,0.55,7.368,0.224,0.19
104-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
104-2,0.00,8.826,1.00,0.00,8.826,0.236,1.00
104-3,0.00,8.826,1.00,0.00,8.826,0.236,1.00
105-1,0.98,8.497,0.94,0.98,8.494,0.238,0.94
105-2,0.95,12.969,1.00,0.95,12.969,0.730,1.00
105-3,0.97,16.703,1.00,0.97,16.702,0.897,1.00
106-1,0.75,8.047,0.90,0.75,8.039,0.236,0.93
106-2,0.40,8.518,0.88,0.40,8.508,0.231,0.90
106-3,0.29,8.012,0.03,0.29,8.015,0.229,0.06
107-1,1.00,15.287,1.00,1.00,15.288,0.720,1.00
107-2,1.00,7.806,0.08,1.00,7.780,0.228,0.08
107-3,0.00,8.826,1.00,0.00,8.826,0.236,1.00
108-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
109-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
110-1,0.97,8.301,0.97,0.97,8.293,0.238,0.97
110-2,0.94,7.478,0.89,0.94,7.457,0.234,0.83
110-3,1.00,11.017,1.00,1.00,11.021,0.264,1.00
111-1,0.94,8.174,0.98,0.94,8.168,0.233,0.96
111-2,0.98,10.202,1.00,0.98,10.205,0.254,1.00
111-3,0.15,8.555,0.06,0.15,8.544,0.232,0.17
112-1,1.00,7.464,0.73,1.00,7.442,0.234,0.70
112-2,1.00,7.447,0.72,1.00,7.421,0.235,0.69
112-3,1.00,7.596,0.61,1.00,7.586,0.237,0.62
113-1,1.00,7.601,0.63,1.00,7.581,0.235,0.63
113-2,0.80,10.906,1.00,0.80,10.907,0.247,1.00
113-3,0.63,8.446,0.89,0.63,8.436,0.233,0.90
114-1,1.00,7.693,1.00,1.00,7.701,0.254,1.00
115-1,1.00,7.353,0.66,1.00,7.337,0.222,0.67
116-1,0.61,7.464,0.33,0.61,7.456,0.225,0.40
116-2,0.60,7.263,0.10,0.60,7.262,0.234,0.23
117-1,1.00,7.099,0.13,1.00,7.102,0.228,0.13
117-2,0.23,8.125,1.00,0.23,8.129,0.237,1.00
119-1,0.96,7.478,0.98,0.96,7.474,0.226,0.98
120-1,1.00,8.292,1.00,1.00,8.299,0.303,1.00
120-2,1.00,7.737,0.79,1.00,7.732,0.222,0.80
120-3,0.76,7.636,0.65,0.76,7.628,0.230,0.63
121-1,0.49,7.509,0.60,0.49,7.511,0.221,0.54
121-2,0.09,8.425,0.38,0.09,8.427,0.244,0.42
121-3,0.70,7.321,0.06,0.70,7.305,0.222,0.08
122-1,0.85,7.410,0.99,0.85,7.406,0.223,0.99
124-1,1.00,8.177,0.40,1.00,8.176,0.236,0.40
124-2,1.00,8.107,0.34,1.00,8.107,0.237,0.34
124-3,1.00,8.193,0.40,1.00,8.191,0.236,0.41
125-1,0.96,7.693,1.00,0.96,7.701,0.254,1.00
125-2,0.91,8.065,0.85,0.91,8.052,0.226,0.85
125-3,0.99,8.404,0.94,0.99,8.397,0.248,0.92
126-1,0.26,8.202,0.25,0.26,8.205,0.234,0.25
127-1,0.93,6.814,0.65,0.93,6.797,0.240,0.67
127-2,0.92,6.541,0.22,0.92,6.535,0.234,0.22
127-3,0.00,8.826,1.00,0.00,8.826,0.236,1.00
128-1,0.59,9.646,1.00,0.59,9.659,0.393,0.99
129-1,0.98,6.856,0.54,0.98,6.853,0.231,0.54
129-2,0.32,8.008,0.48,0.32,7.996,0.225,0.47
129-3,0.98,6.842,0.54,0.98,6.840,0.231,0.54
130-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
130-2,0.00,8.826,1.00,0.00,8.826,0.236,1.00
130-3,0.00,8.826,1.00,0.00,8.826,0.236,1.00
131-1,0.75,7.188,0.49,0.75,7.171,0.224,0.46
131-2,0.77,7.156,0.46,0.77,7.149,0.227,0.41
131-3,0.97,7.426,0.48,0.97,7.412,0.225,0.44
132-1,1.00,7.471,0.66,1.00,7.445,0.239,0.66
132-2,1.00,7.519,0.60,1.00,7.513,0.239,0.60
65-1,0.98,8.396,0.49,0.98,8.389,0.232,0.48
65-2,0.97,8.377,0.42,0.97,8.364,0.228,0.41
65-3,0.98,8.376,0.44,0.98,8.374,0.227,0.44
68-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
68-2,0.00,8.826,1.00,0.00,8.826,0.236,1.00
69-1,0.39,7.957,0.75,0.39,7.947,0.246,0.75
69-2,1.00,7.260,0.96,1.00,7.247,0.231,0.97
70-1,1.00,6.756,0.21,1.00,6.752,0.230,0.23
70-2,1.00,7.825,0.15,1.00,7.812,0.231,0.16
70-3,1.00,7.942,0.20,1.00,7.934,0.225,0.21
72-1,0.99,7.780,0.46,0.99,7.738,0.223,0.36
72-2,0.91,7.537,0.01,0.91,7.539,0.234,0.01
73-1,1.00,13.790,1.00,1.00,13.805,0.913,1.00
73-2,1.00,13.297,1.00,1.00,13.311,0.861,1.00
73-3,0.99,39.678,1.00,0.99,39.679,1.423,1.00
74-1,0.52,7.797,0.30,0.52,7.791,0.234,0.28
74-2,0.98,7.347,0.80,0.98,7.335,0.224,0.81
75-1,0.39,7.933,0.70,0.39,7.920,0.240,0.71
75-2,1.00,7.254,0.96,1.00,7.241,0.231,0.97
79-1,0.85,7.763,0.64,0.85,7.698,0.263,0.68
79-2,0.59,7.132,0.29,0.59,7.128,0.224,0.28
79-3,0.97,7.220,0.85,0.97,7.223,0.239,0.85
80-1,0.59,7.519,0.36,0.59,7.511,0.235,0.40
80-2,0.99,7.341,0.80,0.99,7.329,0.225,0.81
81-1,0.72,7.320,0.55,0.72,7.314,0.228,0.51
81-2,0.72,7.320,0.55,0.72,7.314,0.228,0.51
82-1,0.90,7.734,0.86,0.90,7.724,0.240,0.87
83-1,0.97,7.790,0.91,0.97,7.788,0.235,0.88
83-2,0.97,7.556,0.81,0.97,7.554,0.232,0.83
84-1,0.75,8.462,0.27,0.75,8.450,0.229,0.25
85-1,0.95,6.992,0.51,0.95,6.963,0.232,0.57
85-2,0.96,7.524,0.87,0.96,7.487,0.253,0.83
86-1,0.70,7.381,0.31,0.70,7.381,0.231,0.31
86-2,0.70,7.381,0.31,0.70,7.381,0.231,0.31
86-3,0.63,7.639,0.30,0.63,7.639,0.234,0.30
87-1,0.87,7.588,0.50,0.87,7.587,0.234,0.50
87-2,0.86,7.950,0.24,0.86,7.932,0.231,0.25
87-3,0.69,7.872,0.73,0.69,7.853,0.237,0.72
88-1,0.94,7.596,0.90,0.94,7.593,0.231,0.90
89-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
89-2,0.00,8.826,1.00,0.00,8.826,0.236,1.00
89-3,0.00,8.826,1.00,0.00,8.826,0.236,1.00
91-1,0.16,8.826,1.00,0.16,8.826,0.236,1.00
91-2,0.16,9.215,1.00,0.16,9.227,0.275,1.00
91-3,0.16,8.826,1.00,0.16,8.826,0.236,1.00
93-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
93-2,0.00,8.826,1.00,0.00,8.826,0.236,1.00
94-1,0.99,8.298,1.00,0.99,8.307,0.258,1.00
95-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
95-2,0.00,8.826,1.00,0.00,8.826,0.236,1.00
96-1,0.39,11.947,1.00,0.39,11.945,0.418,1.00
96-2,0.36,9.814,1.00,0.36,9.821,0.273,1.00
96-3,0.38,10.438,1.00,0.38,10.445,0.321,1.00
97-1,0.00,8.826,1.00,0.00,8.826,0.236,1.00
97-2,0.00,8.826,1.00,0.00,8.826,0.236,1.00
97-3,0.00,8.826,1.00,0.00,8.826,0.236,1.00
98-1,0.58,8.438,0.52,0.58,8.438,0.233,0.52
99-1,0.97,7.085,0.16,0.97,7.057,0.229,0.15
