ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,7.168,0.52,1.00,7.090,0.503,0.55
BLAST-S14,0.93,7.496,0.52,0.93,7.453,0.554,0.55
Naive-S11,1.00,7.771,0.30,1.00,7.759,0.452,0.28
Naive-S14,1.00,7.815,0.43,1.00,7.799,0.448,0.40
101-1,0.97,6.804,0.46,0.97,6.789,0.485,0.46
101-2,0.88,5.973,0.34,0.88,5.937,0.497,0.32
101-3,0.97,6.813,1.00,0.97,6.793,0.552,0.94
102-1,1.00,5.805,0.56,1.00,5.727,0.552,0.59
102-2,0.95,5.856,0.81,0.95,5.756,0.541,0.76
102-3,0.03,8.313,0.90,0.03,8.309,0.486,0.92
103-1,0.00,8.525,1.00,0.00,8.520,0.470,1.00
103-2,0.00,8.525,1.00,0.00,8.520,0.470,1.00
103-3,0.69,6.736,0.33,0.69,6.740,0.455,0.31
104-1,0.00,8.525,1.00,0.00,8.520,0.470,1.00
104-2,0.00,8.525,1.00,0.00,8.520,0.470,1.00
104-3,0.00,8.525,1.00,0.00,8.520,0.470,1.00
105-1,0.97,8.172,0.93,0.97,8.002,0.545,0.94
105-2,0.93,12.354,1.00,0.93,12.357,2.306,1.00
105-3,0.97,16.994,1.00,0.97,16.966,2.791,1.00
106-1,0.76,7.875,1.00,0.76,7.744,0.499,0.89
106-2,0.51,8.035,1.00,0.51,8.020,0.455,0.97
106-3,0.27,7.504,0.23,0.27,7.451,0.456,0.22
107-1,1.00,14.876,1.00,1.00,14.885,2.083,1.00
107-2,1.00,7.239,0.13,1.00,7.159,0.504,0.13
107-3,0.00,8.525,1.00,0.00,8.520,0.470,1.00
108-1,0.00,8.525,1.00,0.00,8.520,0.470,1.00
109-1,0.00,8.525,1.00,0.00,8.520,0.470,1.00
110-1,0.95,7.074,0.96,0.95,7.043,0.508,0.96
110-2,0.95,6.150,0.64,0.95,6.028,0.514,0.70
