ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.464,0.43,1.00,0.472,0.039,0.43
BLAST-S14,0.93,0.490,0.42,0.93,0.492,0.041,0.42
Naive-S11,1.00,0.308,0.30,1.00,0.312,0.022,0.22
Naive-S14,1.00,0.303,0.16,1.00,0.304,0.020,0.16
101-1,0.97,0.494,0.38,0.97,0.496,0.033,0.38
101-2,0.88,0.565,0.10,0.88,0.569,0.040,0.13
101-3,0.97,0.536,0.46,0.97,0.542,0.035,0.48
102-1,1.00,0.570,0.56,1.00,0.573,0.041,0.51
102-2,0.95,0.550,0.55,0.95,0.556,0.038,0.47
102-3,0.03,0.046,0.90,0.03,0.045,0.033,0.79
103-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-3,0.69,0.432,0.17,0.69,0.433,0.041,0.19
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,0.97,0.424,0.92,0.97,0.429,0.039,0.88
105-2,0.93,0.490,0.98,0.93,0.491,0.039,0.98
105-3,0.97,0.452,0.98,0.97,0.456,0.039,0.99
106-1,0.76,0.346,0.11,0.76,0.347,0.045,0.16
106-2,0.51,0.116,0.84,0.51,0.118,0.039,0.80
106-3,0.27,0.237,0.11,0.27,0.234,0.045,0.16
107-1,1.00,0.482,1.00,1.00,0.483,0.038,0.90
107-2,1.00,0.441,0.03,1.00,0.448,0.036,0.03
107-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,0.95,0.482,0.84,0.95,0.491,0.038,0.79
110-2,0.95,0.519,0.52,0.95,0.523,0.034,0.50
110-3,0.98,0.353,0.69,0.98,0.357,0.039,0.72
111-1,0.95,0.481,0.84,0.95,0.493,0.038,0.77
111-2,0.98,0.376,0.65,0.98,0.379,0.041,0.70
111-3,0.05,0.043,0.14,0.05,0.043,0.032,0.32
112-1,1.00,0.574,0.57,1.00,0.576,0.037,0.56
112-2,1.00,0.567,0.57,1.00,0.571,0.037,0.56
112-3,1.00,0.519,0.36,1.00,0.527,0.033,0.40
113-1,1.00,0.513,0.34,1.00,0.524,0.032,0.39
113-2,0.98,0.283,0.65,0.98,0.291,0.038,0.54
113-3,0.93,0.441,0.71,0.93,0.450,0.033,0.65
114-1,1.00,0.585,0.98,1.00,0.587,0.035,0.96
115-1,1.00,0.508,0.44,1.00,0.515,0.035,0.41
116-1,0.54,0.355,0.10,0.54,0.354,0.045,0.25
116-2,0.47,0.371,0.10,0.47,0.369,0.053,0.24
117-1,1.00,0.487,0.14,1.00,0.489,0.033,0.13
117-2,0.34,0.390,1.00,0.34,0.387,0.059,1.00
119-1,0.93,0.504,0.79,0.93,0.520,0.037,0.79
120-1,1.00,0.577,0.96,1.00,0.579,0.035,0.97
120-2,1.00,0.249,0.44,1.00,0.257,0.029,0.48
120-3,0.78,0.265,0.49,0.78,0.267,0.034,0.51
121-1,0.53,0.415,0.60,0.53,0.413,0.042,0.60
121-2,0.42,0.405,0.32,0.42,0.403,0.057,0.35
121-3,0.61,0.456,0.03,0.61,0.455,0.038,0.04
122-1,0.93,0.623,0.78,0.93,0.627,0.037,0.74
124-1,1.00,0.323,0.23,1.00,0.325,0.030,0.25
124-2,1.00,0.282,0.23,1.00,0.285,0.028,0.23
124-3,1.00,0.297,0.24,1.00,0.302,0.028,0.28
125-1,0.97,0.585,0.96,0.97,0.587,0.035,0.96
125-2,0.95,0.515,0.29,0.95,0.526,0.037,0.33
125-3,0.97,0.615,0.62,0.97,0.615,0.042,0.62
126-1,0.10,0.109,0.25,0.10,0.108,0.048,0.54
127-1,0.90,0.612,0.57,0.90,0.613,0.040,0.59
127-2,0.90,0.625,0.14,0.90,0.629,0.041,0.16
127-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
128-1,0.41,0.342,0.15,0.41,0.347,0.048,0.21
129-1,0.95,0.569,0.54,0.95,0.584,0.037,0.49
129-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
129-3,0.95,0.569,0.54,0.95,0.584,0.037,0.49
130-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
131-1,0.83,0.535,0.50,0.83,0.535,0.042,0.44
131-2,0.85,0.547,0.33,0.85,0.548,0.041,0.41
131-3,1.00,0.462,0.18,1.00,0.465,0.037,0.17
132-1,1.00,0.581,0.54,1.00,0.584,0.032,0.53
132-2,1.00,0.547,0.43,1.00,0.555,0.032,0.47
65-1,1.00,0.349,0.37,1.00,0.360,0.027,0.45
65-2,0.98,0.357,0.36,0.98,0.368,0.027,0.43
65-3,1.00,0.352,0.37,1.00,0.364,0.027,0.45
68-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
68-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
69-1,1.00,0.490,0.44,1.00,0.504,0.037,0.56
69-2,1.00,0.477,0.39,1.00,0.494,0.038,0.53
70-1,1.00,0.557,0.21,1.00,0.560,0.038,0.21
70-2,1.00,0.353,0.15,1.00,0.364,0.029,0.13
70-3,1.00,0.369,0.17,1.00,0.375,0.035,0.17
72-1,0.97,0.482,0.01,0.97,0.481,0.036,0.01
