ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.434,0.54,0.99,0.448,0.022,0.53
BLAST-S14,0.98,0.408,0.57,0.98,0.418,0.024,0.51
Naive-S11,1.00,0.377,0.30,1.00,0.382,0.017,0.26
Naive-S14,1.00,0.374,0.17,1.00,0.374,0.015,0.17
101-1,0.91,0.477,0.37,0.91,0.477,0.025,0.35
101-2,0.91,0.569,0.10,0.91,0.569,0.023,0.10
101-3,0.91,0.537,0.06,0.91,0.538,0.024,0.08
102-1,0.97,0.525,0.42,0.97,0.528,0.024,0.47
102-2,0.94,0.527,0.52,0.94,0.529,0.024,0.50
102-3,0.01,0.385,0.31,0.01,0.385,0.000,0.31
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.54,0.488,0.17,0.53,0.487,0.040,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.98,0.396,0.92,0.98,0.395,0.028,0.92
105-2,0.96,0.415,1.00,0.96,0.422,0.027,0.98
105-3,0.98,0.393,1.00,0.98,0.397,0.028,0.99
106-1,0.85,0.427,0.07,0.85,0.428,0.031,0.09
106-2,0.45,0.272,0.77,0.45,0.274,0.044,0.78
106-3,0.36,0.495,0.18,0.36,0.509,0.049,0.17
107-1,1.00,0.411,0.75,1.00,0.419,0.024,0.83
107-2,1.00,0.375,0.02,1.00,0.376,0.027,0.02
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.96,0.473,0.39,0.96,0.479,0.021,0.40
110-2,0.92,0.464,0.54,0.92,0.471,0.024,0.49
110-3,1.00,0.361,0.20,1.00,0.366,0.027,0.15
111-1,0.95,0.500,0.28,0.95,0.508,0.020,0.34
111-2,0.96,0.343,0.56,0.96,0.355,0.025,0.39
111-3,0.15,0.546,0.01,0.15,0.538,0.044,0.03
112-1,1.00,0.494,0.42,1.00,0.498,0.022,0.41
112-2,1.00,0.495,0.39,1.00,0.502,0.022,0.39
112-3,1.00,0.454,0.32,1.00,0.458,0.021,0.33
113-1,1.00,0.464,0.32,1.00,0.467,0.021,0.32
113-2,0.79,0.242,0.62,0.79,0.255,0.026,0.39
113-3,0.93,0.439,0.28,0.93,0.446,0.022,0.30
114-1,1.00,0.507,0.81,1.00,0.508,0.025,0.76
115-1,1.00,0.505,0.36,1.00,0.508,0.023,0.37
116-1,0.69,0.489,0.37,0.69,0.489,0.033,0.44
116-2,0.67,0.502,0.37,0.67,0.503,0.038,0.41
117-1,1.00,0.540,0.12,1.00,0.539,0.021,0.12
117-2,0.26,0.493,1.00,0.26,0.492,0.066,1.00
119-1,0.96,0.498,0.66,0.96,0.505,0.022,0.72
120-1,1.00,0.495,0.85,1.00,0.503,0.023,0.87
120-2,1.00,0.424,0.56,1.00,0.430,0.023,0.48
120-3,0.82,0.375,0.52,0.82,0.375,0.029,0.52
121-1,0.60,0.483,0.60,0.60,0.482,0.035,0.60
121-2,0.07,0.606,0.72,0.07,0.601,0.079,0.74
121-3,0.68,0.552,0.01,0.68,0.551,0.026,0.01
122-1,0.87,0.560,0.75,0.87,0.563,0.024,0.80
124-1,1.00,0.372,0.33,1.00,0.371,0.026,0.33
124-2,1.00,0.303,0.26,1.00,0.306,0.024,0.27
124-3,1.00,0.309,0.30,1.00,0.313,0.024,0.29
125-1,0.96,0.518,0.81,0.96,0.518,0.025,0.78
125-2,0.91,0.456,0.31,0.91,0.465,0.026,0.30
125-3,1.00,0.484,0.57,1.00,0.492,0.022,0.57
126-1,0.10,0.450,0.65,0.10,0.456,0.103,0.80
127-1,0.96,0.528,0.46,0.96,0.531,0.026,0.47
127-2,0.95,0.558,0.13,0.95,0.564,0.026,0.13
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.76,0.378,0.09,0.76,0.384,0.029,0.12
129-1,0.97,0.496,0.46,0.97,0.502,0.027,0.46
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,0.97,0.496,0.46,0.97,0.502,0.027,0.46
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.87,0.477,0.03,0.87,0.481,0.028,0.10
131-2,0.86,0.499,0.04,0.86,0.499,0.029,0.04
131-3,0.98,0.434,0.06,0.98,0.440,0.028,0.09
132-1,1.00,0.497,0.52,1.00,0.501,0.022,0.52
132-2,1.00,0.476,0.46,1.00,0.477,0.022,0.46
65-1,0.99,0.370,0.29,0.99,0.373,0.018,0.29
65-2,0.98,0.357,0.27,0.98,0.360,0.018,0.27
65-3,0.99,0.353,0.30,0.99,0.358,0.018,0.29
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-2,1.00,0.470,0.71,1.00,0.476,0.026,0.64
70-1,1.00,0.573,0.34,1.00,0.575,0.023,0.32
70-2,1.00,0.336,0.10,1.00,0.337,0.018,0.10
70-3,1.00,0.351,0.08,1.00,0.353,0.015,0.08
72-1,0.98,0.575,0.01,0.98,0.574,0.022,0.01
72-2,0.93,0.537,0.01,0.93,0.537,0.027,0.01
73-1,1.00,0.410,0.98,1.00,0.414,0.026,0.98
73-2,1.00,0.411,0.98,1.00,0.412,0.026,0.98
73-3,0.99,0.324,0.92,0.99,0.324,0.026,0.94
74-1,0.54,0.499,0.11,0.54,0.506,0.031,0.13
74-2,0.98,0.504,0.15,0.98,0.506,0.024,0.19
75-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
75-2,1.00,0.496,0.70,1.00,0.498,0.024,0.68
79-1,0.89,0.540,0.23,0.89,0.545,0.024,0.18
79-2,0.71,0.543,0.23,0.71,0.547,0.027,0.19
79-3,0.97,0.545,0.13,0.97,0.547,0.022,0.14
80-1,0.57,0.487,0.16,0.57,0.492,0.032,0.19
80-2,0.98,0.497,0.13,0.98,0.500,0.024,0.24
81-1,0.81,0.525,0.27,0.81,0.524,0.031,0.32
81-2,0.81,0.525,0.27,0.81,0.524,0.031,0.31
82-1,0.92,0.384,0.66,0.92,0.384,0.026,0.64
83-1,0.99,0.455,0.26,0.99,0.458,0.019,0.31
83-2,0.99,0.457,0.26,0.99,0.460,0.019,0.30
84-1,0.84,0.247,0.10,0.84,0.253,0.023,0.11
85-1,0.95,0.546,0.20,0.95,0.550,0.021,0.23
85-2,0.95,0.546,0.20,0.95,0.550,0.021,0.23
86-1,0.76,0.555,0.36,0.76,0.559,0.028,0.34
86-2,0.76,0.555,0.36,0.76,0.559,0.028,0.34
86-3,0.72,0.570,0.30,0.72,0.569,0.029,0.30
87-1,0.95,0.516,0.26,0.95,0.518,0.024,0.26
87-2,0.95,0.508,0.14,0.95,0.508,0.024,0.13
87-3,0.89,0.513,0.20,0.89,0.516,0.026,0.25
88-1,0.98,0.502,0.14,0.98,0.505,0.031,0.21
89-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
93-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
93-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
94-1,0.99,0.511,0.75,0.99,0.511,0.026,0.75
95-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
95-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
98-1,1.00,0.161,0.50,1.00,0.161,0.019,0.50
99-1,0.97,0.472,0.09,0.97,0.474,0.028,0.09
