ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.586,0.57,1.00,0.588,0.021,0.54
BLAST-S14,0.99,0.541,0.57,0.99,0.544,0.023,0.55
Naive-S11,1.00,0.365,0.30,1.00,0.365,0.015,0.30
Naive-S14,1.00,0.337,0.17,1.00,0.338,0.012,0.17
101-1,0.99,0.491,0.38,0.99,0.492,0.017,0.38
101-2,0.97,0.589,0.20,0.97,0.592,0.018,0.21
101-3,0.99,0.551,0.12,0.99,0.554,0.019,0.21
102-1,0.99,0.581,0.61,0.99,0.582,0.021,0.59
102-2,0.97,0.567,0.72,0.97,0.571,0.020,0.66
102-3,0.01,0.824,0.11,0.01,0.832,0.048,0.27
103-1,0.02,0.459,0.40,0.02,0.467,0.191,0.44
103-2,0.02,0.652,0.85,0.02,0.675,0.125,0.83
103-3,0.54,0.582,0.17,0.54,0.582,0.028,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.99,0.455,0.92,0.99,0.457,0.020,0.91
105-2,0.98,0.499,0.97,0.98,0.504,0.020,0.98
105-3,0.99,0.475,1.00,0.99,0.475,0.020,1.00
106-1,0.85,0.443,0.07,0.85,0.442,0.024,0.07
106-2,0.54,0.300,0.80,0.54,0.301,0.029,0.80
106-3,0.33,0.556,0.07,0.33,0.555,0.038,0.08
107-1,1.00,0.430,0.78,1.00,0.433,0.018,0.82
107-2,1.00,0.472,0.04,1.00,0.472,0.023,0.04
107-3,0.02,0.443,0.13,0.02,0.469,0.179,0.09
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.99,0.510,0.15,0.99,0.511,0.019,0.15
110-2,0.97,0.500,0.42,0.97,0.505,0.019,0.39
110-3,0.98,0.309,0.20,0.98,0.312,0.019,0.21
111-1,0.94,0.494,0.15,0.94,0.497,0.020,0.20
111-2,0.97,0.309,0.24,0.97,0.312,0.018,0.24
111-3,0.13,0.532,0.02,0.13,0.528,0.048,0.03
112-1,1.00,0.536,0.39,1.00,0.538,0.019,0.41
112-2,1.00,0.538,0.38,1.00,0.541,0.019,0.41
112-3,1.00,0.517,0.39,1.00,0.518,0.019,0.38
113-1,1.00,0.521,0.38,1.00,0.523,0.018,0.38
113-2,0.77,0.230,0.45,0.77,0.233,0.017,0.48
113-3,0.63,0.471,0.32,0.63,0.480,0.023,0.36
114-1,1.00,0.545,0.69,1.00,0.549,0.020,0.80
115-1,1.00,0.557,0.42,1.00,0.559,0.019,0.42
116-1,0.85,0.533,0.12,0.85,0.533,0.024,0.17
116-2,0.79,0.514,0.12,0.79,0.514,0.027,0.20
117-1,1.00,0.546,0.12,1.00,0.550,0.019,0.12
117-2,0.38,0.621,1.00,0.38,0.621,0.035,1.00
119-1,0.98,0.589,0.78,0.98,0.594,0.019,0.81
120-1,1.00,0.551,0.98,1.00,0.552,0.020,0.96
120-2,1.00,0.391,0.49,1.00,0.394,0.019,0.47
120-3,0.78,0.311,0.51,0.78,0.314,0.020,0.50
121-1,0.65,0.572,0.51,0.65,0.572,0.026,0.54
121-2,0.04,0.608,0.72,0.04,0.603,0.126,0.74
121-3,0.68,0.604,0.01,0.68,0.605,0.023,0.01
122-1,0.88,0.572,0.79,0.89,0.574,0.022,0.78
124-1,1.00,0.317,0.31,1.00,0.320,0.020,0.33
124-2,1.00,0.280,0.29,1.00,0.282,0.017,0.27
124-3,1.00,0.291,0.34,1.00,0.294,0.020,0.34
125-1,0.98,0.550,0.69,0.98,0.554,0.020,0.81
125-2,0.95,0.469,0.29,0.95,0.474,0.020,0.33
125-3,1.00,0.567,0.62,1.00,0.568,0.020,0.62
126-1,0.97,0.534,0.38,0.97,0.536,0.022,0.33
127-1,0.98,0.587,0.55,0.98,0.587,0.022,0.56
127-2,0.97,0.628,0.21,0.97,0.630,0.022,0.21
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.66,0.447,0.48,0.66,0.456,0.025,0.32
129-1,0.99,0.632,0.54,0.99,0.634,0.019,0.54
129-2,0.30,0.609,0.49,0.30,0.616,0.031,0.50
129-3,0.99,0.631,0.54,0.99,0.634,0.019,0.54
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.90,0.544,0.09,0.90,0.548,0.024,0.17
131-2,0.87,0.545,0.05,0.87,0.547,0.023,0.09
131-3,0.98,0.493,0.23,0.98,0.497,0.023,0.18
132-1,1.00,0.548,0.57,1.00,0.550,0.020,0.54
132-2,1.00,0.526,0.48,1.00,0.528,0.020,0.49
65-1,0.92,0.477,0.15,0.92,0.477,0.018,0.15
65-2,0.87,0.475,0.12,0.87,0.479,0.019,0.13
65-3,0.92,0.469,0.15,0.92,0.471,0.018,0.15
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,0.16,0.604,0.62,0.16,0.609,0.045,0.64
69-2,1.00,0.546,0.68,1.00,0.548,0.020,0.67
70-1,1.00,0.623,0.24,1.00,0.624,0.015,0.27
70-2,1.00,0.327,0.10,1.00,0.327,0.014,0.10
70-3,1.00,0.360,0.09,1.00,0.363,0.015,0.11
72-1,0.99,0.620,0.01,0.99,0.620,0.018,0.01
72-2,0.91,0.450,0.01,0.91,0.450,0.025,0.01
73-1,0.99,0.443,0.99,0.99,0.446,0.023,0.99
73-2,1.00,0.447,0.99,1.00,0.449,0.023,0.99
73-3,0.99,0.399,1.00,0.99,0.400,0.020,0.98
74-1,0.52,0.547,0.11,0.52,0.552,0.028,0.15
74-2,0.99,0.534,0.19,0.99,0.537,0.020,0.21
75-1,0.16,0.595,0.78,0.16,0.609,0.045,0.74
75-2,1.00,0.574,0.68,1.00,0.575,0.019,0.68
79-1,0.94,0.563,0.10,0.94,0.567,0.020,0.15
79-2,0.73,0.564,0.24,0.73,0.569,0.024,0.20
79-3,0.97,0.574,0.10,0.97,0.575,0.019,0.11
80-1,0.55,0.532,0.11,0.55,0.539,0.028,0.20
80-2,0.99,0.530,0.19,0.99,0.533,0.019,0.27
81-1,0.86,0.561,0.01,0.86,0.561,0.024,0.07
81-2,0.86,0.561,0.01,0.86,0.561,0.024,0.06
82-1,0.96,0.449,0.66,0.96,0.449,0.022,0.65
83-1,0.98,0.494,0.27,0.98,0.498,0.017,0.28
83-2,0.98,0.505,0.27,0.98,0.509,0.017,0.28
84-1,0.84,0.257,0.12,0.84,0.263,0.023,0.13
85-1,0.96,0.627,0.40,0.96,0.628,0.020,0.38
85-2,0.97,0.598,0.40,0.97,0.599,0.019,0.44
86-1,0.85,0.578,0.46,0.85,0.580,0.023,0.42
86-2,0.85,0.578,0.46,0.85,0.580,0.023,0.42
86-3,0.84,0.574,0.30,0.84,0.574,0.024,0.31
87-1,0.92,0.526,0.46,0.92,0.531,0.023,0.42
87-2,0.92,0.484,0.22,0.92,0.486,0.021,0.21
87-3,0.80,0.557,0.28,0.80,0.562,0.021,0.38
88-1,0.97,0.511,0.04,0.97,0.513,0.025,0.24
89-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-1,0.15,0.217,0.03,0.15,0.217,0.035,0.03
91-2,0.15,0.217,1.00,0.15,0.217,0.035,1.00
91-3,0.15,0.048,0.61,0.15,0.041,0.022,0.58
93-1,0.03,0.414,1.00,0.03,0.390,0.191,1.00
93-2,0.03,0.130,1.00,0.03,0.129,0.042,1.00
94-1,1.00,0.546,0.97,1.00,0.547,0.021,0.79
95-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
95-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-1,0.40,0.114,1.00,0.40,0.114,0.019,1.00
96-2,0.35,0.161,1.00,0.35,0.159,0.025,1.00
96-3,0.36,0.138,1.00,0.36,0.137,0.022,1.00
97-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
98-1,0.59,0.143,0.50,0.59,0.149,0.021,0.50
99-1,0.98,0.561,0.11,0.98,0.563,0.023,0.10
