ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.500,0.57,1.00,0.504,0.023,0.54
BLAST-S14,0.99,0.482,0.54,0.99,0.485,0.026,0.55
Naive-S11,1.00,0.204,0.09,1.00,0.204,0.011,0.09
Naive-S14,1.00,0.204,0.13,1.00,0.205,0.012,0.14
101-1,0.99,0.410,0.38,0.99,0.411,0.019,0.38
101-2,0.97,0.493,0.20,0.97,0.495,0.022,0.16
101-3,0.99,0.470,0.39,0.99,0.476,0.023,0.32
102-1,0.99,0.493,0.60,0.99,0.498,0.025,0.58
102-2,0.97,0.478,0.70,0.97,0.484,0.024,0.64
102-3,0.01,0.779,0.84,0.01,0.784,0.019,0.81
103-1,0.02,0.476,0.40,0.02,0.477,0.162,0.38
103-2,0.02,0.647,0.85,0.02,0.666,0.117,0.81
103-3,0.54,0.552,0.17,0.54,0.552,0.031,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.99,0.434,0.92,0.99,0.435,0.022,0.92
105-2,0.98,0.475,0.98,0.98,0.479,0.022,0.99
105-3,0.99,0.452,1.00,0.99,0.452,0.022,1.00
106-1,0.85,0.389,0.07,0.85,0.389,0.027,0.07
106-2,0.54,0.254,0.80,0.54,0.259,0.033,0.84
106-3,0.33,0.513,0.07,0.33,0.513,0.041,0.08
107-1,1.00,0.388,0.79,1.00,0.390,0.021,0.85
107-2,1.00,0.443,0.04,1.00,0.443,0.025,0.04
107-3,0.02,0.434,0.13,0.02,0.473,0.174,0.09
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.99,0.447,0.08,0.99,0.448,0.016,0.10
110-2,0.97,0.440,0.63,0.97,0.444,0.024,0.55
110-3,0.98,0.248,0.02,0.98,0.250,0.021,0.07
111-1,0.94,0.432,0.08,0.94,0.435,0.019,0.16
111-2,0.97,0.232,0.24,0.97,0.236,0.018,0.19
111-3,0.13,0.411,0.02,0.13,0.404,0.061,0.03
112-1,1.00,0.463,0.48,1.00,0.465,0.024,0.49
112-2,1.00,0.465,0.48,1.00,0.468,0.024,0.49
112-3,1.00,0.444,0.39,1.00,0.448,0.023,0.44
113-1,1.00,0.447,0.40,1.00,0.452,0.023,0.43
113-2,0.77,0.135,0.20,0.77,0.140,0.014,0.38
113-3,0.63,0.388,0.31,0.63,0.398,0.026,0.38
114-1,1.00,0.500,0.96,1.00,0.500,0.024,0.96
115-1,1.00,0.488,0.42,1.00,0.490,0.023,0.42
116-1,0.85,0.476,0.12,0.85,0.476,0.027,0.18
116-2,0.79,0.457,0.12,0.79,0.458,0.029,0.22
117-1,1.00,0.485,0.12,1.00,0.487,0.023,0.12
117-2,0.38,0.570,1.00,0.38,0.570,0.041,1.00
119-1,0.98,0.520,0.89,0.98,0.522,0.024,0.86
120-1,1.00,0.505,0.98,1.00,0.505,0.024,0.98
120-2,1.00,0.312,0.50,1.00,0.317,0.019,0.48
120-3,0.78,0.264,0.51,0.78,0.267,0.022,0.54
121-1,0.65,0.537,0.51,0.65,0.537,0.028,0.54
121-2,0.04,0.523,0.72,0.04,0.511,0.144,0.74
121-3,0.68,0.546,0.01,0.68,0.547,0.027,0.02
122-1,0.88,0.500,0.79,0.89,0.503,0.025,0.77
124-1,1.00,0.194,0.31,1.00,0.200,0.016,0.26
124-2,1.00,0.171,0.12,1.00,0.175,0.013,0.12
124-3,1.00,0.171,0.13,1.00,0.177,0.014,0.21
125-1,0.98,0.504,0.96,0.98,0.505,0.024,0.96
125-2,0.95,0.432,0.42,0.95,0.440,0.023,0.36
125-3,1.00,0.497,0.62,1.00,0.499,0.023,0.62
126-1,0.97,0.471,0.25,0.97,0.472,0.025,0.34
127-1,0.98,0.527,0.57,0.98,0.531,0.026,0.60
127-2,0.97,0.585,0.23,0.97,0.585,0.026,0.23
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.66,0.376,0.48,0.66,0.381,0.028,0.41
129-1,0.99,0.535,0.51,0.99,0.538,0.023,0.52
129-2,0.30,0.479,0.48,0.30,0.485,0.042,0.48
129-3,0.99,0.536,0.51,0.99,0.538,0.023,0.52
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.90,0.510,0.46,0.90,0.516,0.026,0.26
131-2,0.87,0.516,0.05,0.87,0.520,0.026,0.10
131-3,0.98,0.463,0.23,0.98,0.465,0.026,0.20
132-1,1.00,0.471,0.57,1.00,0.473,0.023,0.55
132-2,1.00,0.456,0.48,1.00,0.459,0.023,0.50
65-1,0.92,0.390,0.15,0.92,0.390,0.021,0.14
65-2,0.87,0.389,0.12,0.87,0.395,0.021,0.14
65-3,0.92,0.381,0.15,0.92,0.384,0.021,0.15
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,0.16,0.526,0.78,0.16,0.535,0.059,0.68
