ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.499,0.53,1.00,0.498,0.018,0.53
BLAST-S14,0.99,0.490,0.54,0.99,0.488,0.019,0.55
Naive-S11,1.00,0.631,0.09,1.00,0.630,0.005,0.08
Naive-S14,1.00,0.629,0.13,1.00,0.629,0.005,0.13
101-1,0.99,0.569,0.38,0.99,0.569,0.011,0.38
101-2,0.97,0.512,0.10,0.97,0.513,0.014,0.10
101-3,0.99,0.491,0.16,0.99,0.491,0.015,0.21
102-1,0.99,0.474,0.53,0.99,0.473,0.017,0.54
102-2,0.97,0.489,0.63,0.97,0.486,0.017,0.63
102-3,0.01,0.990,0.01,0.01,0.989,0.007,0.02
103-1,0.02,0.981,0.01,0.02,0.981,0.009,0.01
103-2,0.02,0.980,0.01,0.02,0.980,0.010,0.04
103-3,0.54,0.622,0.17,0.54,0.623,0.025,0.17
104-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
105-1,0.99,0.539,0.92,0.99,0.540,0.014,0.92
105-2,0.98,0.510,1.00,0.98,0.508,0.013,0.99
105-3,0.99,0.534,1.00,0.99,0.535,0.014,1.00
106-1,0.85,0.562,0.07,0.85,0.562,0.016,0.07
106-2,0.54,0.711,0.60,0.54,0.711,0.018,0.60
106-3,0.33,0.773,0.07,0.33,0.774,0.024,0.07
107-1,1.00,0.571,1.00,1.00,0.570,0.010,0.90
107-2,1.00,0.511,0.03,1.00,0.508,0.015,0.03
107-3,0.02,0.981,0.01,0.02,0.980,0.010,0.01
108-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
109-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
110-1,0.99,0.622,0.15,0.99,0.622,0.010,0.16
110-2,0.97,0.518,0.43,0.97,0.518,0.015,0.44
110-3,0.98,0.657,0.62,0.98,0.658,0.006,0.62
111-1,0.94,0.613,0.15,0.94,0.611,0.010,0.21
111-2,0.97,0.652,0.59,0.97,0.650,0.007,0.56
111-3,0.13,0.918,0.02,0.13,0.918,0.017,0.02
112-1,1.00,0.493,0.40,1.00,0.492,0.015,0.41
112-2,1.00,0.492,0.40,1.00,0.492,0.015,0.41
112-3,1.00,0.498,0.39,1.00,0.498,0.015,0.40
113-1,1.00,0.499,0.40,1.00,0.499,0.014,0.40
113-2,0.77,0.667,0.62,0.77,0.667,0.006,0.58
113-3,0.63,0.624,0.15,0.63,0.622,0.011,0.21
114-1,1.00,0.472,0.96,1.00,0.471,0.015,0.98
115-1,1.00,0.476,0.42,1.00,0.475,0.015,0.42
116-1,0.85,0.518,0.12,0.85,0.519,0.018,0.16
116-2,0.79,0.573,0.12,0.79,0.573,0.021,0.16
117-1,1.00,0.505,0.11,1.00,0.505,0.015,0.11
117-2,0.38,0.721,1.00,0.38,0.722,0.026,1.00
119-1,0.98,0.471,0.85,0.98,0.471,0.017,0.84
120-1,1.00,0.476,1.00,1.00,0.474,0.015,0.99
120-2,1.00,0.580,0.55,1.00,0.579,0.010,0.53
120-3,0.78,0.677,0.44,0.78,0.678,0.014,0.44
121-1,0.65,0.578,0.51,0.65,0.578,0.022,0.54
121-2,0.04,0.977,0.72,0.04,0.977,0.010,0.74
121-3,0.68,0.561,0.01,0.68,0.561,0.022,0.01
122-1,0.88,0.504,0.73,0.89,0.503,0.016,0.75
124-1,1.00,0.643,0.28,1.00,0.643,0.008,0.27
124-2,1.00,0.646,0.14,1.00,0.645,0.006,0.14
124-3,1.00,0.652,0.25,1.00,0.650,0.007,0.26
125-1,0.98,0.472,0.98,0.98,0.471,0.015,0.98
125-2,0.95,0.527,0.36,0.95,0.525,0.013,0.35
125-3,1.00,0.505,0.62,1.00,0.505,0.016,0.62
126-1,0.97,0.510,0.25,0.97,0.510,0.017,0.25
