ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.264,0.46,1.00,0.271,0.033,0.45
BLAST-S14,1.00,0.290,0.45,1.00,0.303,0.042,0.48
Naive-S11,1.00,0.277,0.44,1.00,0.290,0.037,0.34
Naive-S14,1.00,0.277,0.48,1.00,0.293,0.037,0.36
101-1,1.00,0.339,0.36,1.00,0.345,0.042,0.36
101-2,0.09,0.492,0.80,0.09,0.523,0.183,0.76
101-3,1.00,0.444,0.16,1.00,0.452,0.047,0.28
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.69,0.424,0.17,0.69,0.421,0.061,0.18
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.349,0.93,1.00,0.363,0.040,0.92
105-2,1.00,0.393,1.00,1.00,0.404,0.045,0.99
105-3,1.00,0.339,1.00,1.00,0.342,0.040,0.99
106-1,0.44,0.388,0.18,0.44,0.396,0.069,0.28
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.31,0.333,0.34,0.31,0.344,0.090,0.30
107-1,1.00,0.244,0.74,1.00,0.249,0.037,0.74
107-2,1.00,0.351,0.03,1.00,0.366,0.041,0.03
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.280,0.92,1.00,0.298,0.040,0.83
110-2,0.98,0.356,0.93,0.98,0.379,0.053,0.60
110-3,1.00,0.328,0.48,1.00,0.327,0.044,0.44
111-1,1.00,0.279,0.98,1.00,0.300,0.040,0.83
111-2,1.00,0.346,0.48,1.00,0.341,0.044,0.46
111-3,0.07,0.196,0.27,0.07,0.202,0.059,0.51
112-1,1.00,0.370,0.81,1.00,0.385,0.052,0.63
112-2,1.00,0.369,0.81,1.00,0.387,0.052,0.63
112-3,0.98,0.348,0.74,0.98,0.368,0.050,0.59
113-1,0.98,0.349,0.75,0.98,0.371,0.049,0.59
113-2,0.49,0.255,0.69,0.49,0.258,0.051,0.63
113-3,0.98,0.284,0.92,0.98,0.305,0.043,0.88
114-1,1.00,0.408,0.96,1.00,0.422,0.045,0.93
115-1,1.00,0.430,0.21,1.00,0.442,0.045,0.25
116-1,0.49,0.387,0.78,0.49,0.400,0.086,0.83
116-2,0.31,0.292,0.85,0.31,0.282,0.096,0.72
117-1,1.00,0.320,0.12,1.00,0.336,0.035,0.12
117-2,0.18,0.485,1.00,0.18,0.471,0.139,1.00
119-1,0.98,0.354,0.95,0.98,0.372,0.042,0.87
120-1,1.00,0.411,1.00,1.00,0.422,0.045,0.98
120-2,1.00,0.407,0.64,1.00,0.413,0.038,0.66
120-3,1.00,0.302,0.64,1.00,0.319,0.044,0.57
121-1,0.76,0.555,0.52,0.76,0.553,0.053,0.54
121-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
121-3,0.96,0.423,0.03,0.96,0.424,0.049,0.04
122-1,0.82,0.399,0.74,0.82,0.405,0.054,0.73
124-1,1.00,0.322,0.39,1.00,0.329,0.044,0.39
124-2,1.00,0.322,0.23,1.00,0.319,0.045,0.23
124-3,1.00,0.282,0.32,1.00,0.290,0.038,0.30
125-1,1.00,0.425,0.97,1.00,0.431,0.046,0.95
125-2,1.00,0.315,0.44,1.00,0.335,0.045,0.45
125-3,1.00,0.322,0.43,1.00,0.343,0.045,0.42
126-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
127-1,1.00,0.387,0.55,1.00,0.391,0.042,0.54
127-2,0.98,0.405,0.79,0.98,0.414,0.045,0.74
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.87,0.270,0.03,0.87,0.272,0.051,0.05
129-1,1.00,0.457,0.62,1.00,0.460,0.044,0.63
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,1.00,0.457,0.62,1.00,0.460,0.044,0.63
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.71,0.366,0.20,0.71,0.376,0.060,0.43
131-2,0.80,0.420,0.09,0.80,0.418,0.057,0.16
131-3,0.98,0.369,0.06,0.98,0.384,0.046,0.10
132-1,1.00,0.380,0.63,1.00,0.392,0.048,0.67
132-2,0.98,0.369,0.56,0.98,0.383,0.047,0.64
65-1,1.00,0.260,0.38,1.00,0.270,0.028,0.40
65-2,1.00,0.306,0.33,1.00,0.306,0.030,0.34
65-3,1.00,0.311,0.39,1.00,0.310,0.031,0.38
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,1.00,0.424,0.60,1.00,0.429,0.047,0.64
69-2,1.00,0.393,0.53,1.00,0.396,0.048,0.59
70-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
70-2,1.00,0.353,0.30,1.00,0.361,0.042,0.30
70-3,1.00,0.377,0.40,1.00,0.389,0.041,0.34
72-1,1.00,0.402,0.01,1.00,0.400,0.042,0.01
72-2,1.00,0.398,0.01,1.00,0.395,0.040,0.01
73-1,1.00,0.331,0.95,1.00,0.340,0.045,0.86
73-2,1.00,0.334,0.95,1.00,0.347,0.043,0.83
73-3,0.98,0.243,0.91,0.98,0.242,0.031,0.93
74-1,0.49,0.465,0.14,0.49,0.477,0.070,0.20
74-2,1.00,0.423,0.43,1.00,0.441,0.047,0.28
75-1,1.00,0.453,0.70,1.00,0.455,0.046,0.64
75-2,1.00,0.445,0.67,1.00,0.444,0.045,0.64
79-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
79-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
79-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
80-1,0.56,0.389,0.61,0.55,0.412,0.070,0.40
80-2,1.00,0.435,0.44,1.00,0.443,0.046,0.43
81-1,1.00,0.332,0.50,1.00,0.334,0.049,0.52
81-2,1.00,0.336,0.50,1.00,0.338,0.050,0.52
82-1,0.98,0.424,0.50,0.98,0.426,0.042,0.52
83-1,1.00,0.405,0.53,1.00,0.408,0.042,0.43
83-2,1.00,0.411,0.53,1.00,0.416,0.041,0.42
84-1,0.87,0.317,0.07,0.87,0.327,0.046,0.08
85-1,0.93,0.392,0.27,0.93,0.403,0.045,0.33
85-2,0.93,0.392,0.27,0.93,0.403,0.045,0.33
86-1,0.56,0.435,0.30,0.56,0.441,0.068,0.37
86-2,0.56,0.435,0.30,0.56,0.441,0.068,0.37
86-3,0.31,0.433,0.33,0.31,0.438,0.096,0.46
87-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
87-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
87-3,0.78,0.377,0.26,0.78,0.375,0.055,0.26
88-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
93-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
93-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
94-1,1.00,0.356,1.00,1.00,0.361,0.046,0.66
95-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
95-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-1,1.00,0.362,0.11,1.00,0.366,0.052,0.19
97-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
98-1,1.00,0.406,0.51,1.00,0.409,0.054,0.52
99-1,1.00,0.390,0.16,1.00,0.400,0.048,0.25
