ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.663,0.38,1.00,0.661,0.022,0.40
BLAST-S14,1.00,0.677,0.42,1.00,0.674,0.012,0.44
Naive-S11,1.00,0.632,0.14,1.00,0.631,0.011,0.15
Naive-S14,1.00,0.627,0.18,1.00,0.626,0.010,0.18
101-1,0.84,0.642,0.36,0.84,0.640,0.024,0.32
101-2,0.79,0.641,0.03,0.79,0.649,0.029,0.05
101-3,0.84,0.613,0.30,0.84,0.614,0.037,0.31
102-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
102-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
102-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-3,0.68,0.674,0.17,0.68,0.677,0.067,0.17
104-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
105-1,1.00,0.633,0.90,1.00,0.625,0.033,0.83
105-2,0.95,0.634,0.96,0.95,0.628,0.025,0.97
105-3,0.95,0.640,0.99,0.95,0.641,0.024,0.99
106-1,0.58,0.775,0.17,0.58,0.778,0.070,0.19
106-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
106-3,0.21,0.914,0.23,0.21,0.917,0.053,0.27
107-1,1.00,0.626,1.00,1.00,0.634,0.038,0.90
107-2,1.00,0.632,0.02,1.00,0.634,0.028,0.02
107-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
108-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
109-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
110-1,0.95,0.643,0.91,0.95,0.643,0.024,0.90
110-2,1.00,0.613,0.31,1.00,0.613,0.036,0.33
110-3,1.00,0.636,0.45,1.00,0.627,0.029,0.60
111-1,0.95,0.643,0.91,0.95,0.642,0.024,0.89
111-2,1.00,0.639,0.50,1.00,0.629,0.031,0.66
111-3,0.11,0.911,0.08,0.10,0.913,0.058,0.08
112-1,0.95,0.592,0.46,0.95,0.594,0.040,0.46
112-2,1.00,0.594,0.42,1.00,0.594,0.041,0.44
112-3,0.95,0.598,0.42,0.95,0.601,0.038,0.42
113-1,1.00,0.597,0.37,1.00,0.597,0.038,0.40
113-2,0.68,0.639,0.45,0.68,0.640,0.032,0.55
113-3,0.95,0.662,0.90,0.95,0.654,0.016,0.82
114-1,1.00,0.597,0.83,1.00,0.592,0.039,0.88
115-1,1.00,0.532,0.50,1.00,0.531,0.056,0.46
116-1,0.79,0.695,0.51,0.79,0.696,0.058,0.42
116-2,0.32,0.903,0.72,0.31,0.904,0.043,0.77
117-1,1.00,0.599,0.12,1.00,0.594,0.031,0.13
117-2,0.47,0.713,1.00,0.48,0.717,0.071,1.00
119-1,0.95,0.604,0.66,0.95,0.599,0.039,0.60
120-1,1.00,0.590,0.90,1.00,0.591,0.035,0.90
120-2,1.00,0.649,0.52,1.00,0.646,0.014,0.52
120-3,1.00,0.651,0.45,1.00,0.654,0.022,0.47
121-1,0.47,0.788,0.38,0.47,0.790,0.055,0.39
121-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
121-3,0.84,0.587,0.01,0.84,0.586,0.046,0.02
122-1,0.79,0.618,0.72,0.79,0.620,0.058,0.72
124-1,0.95,0.597,0.27,0.95,0.589,0.032,0.25
124-2,0.95,0.633,0.18,0.95,0.632,0.022,0.17
124-3,0.95,0.580,0.21,0.95,0.579,0.034,0.22
125-1,1.00,0.597,0.83,1.00,0.592,0.039,0.87
125-2,0.84,0.620,0.18,0.84,0.617,0.042,0.18
125-3,1.00,0.641,0.17,1.00,0.633,0.027,0.19
126-1,1.00,0.594,0.27,1.00,0.598,0.047,0.27
127-1,0.95,0.597,0.45,0.95,0.599,0.032,0.43
127-2,0.89,0.644,0.32,0.90,0.639,0.015,0.37
127-3,0.16,0.856,0.40,0.16,0.861,0.065,0.35
128-1,0.95,0.646,0.06,0.95,0.644,0.033,0.18
129-1,1.00,0.614,0.56,1.00,0.606,0.037,0.56
129-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
129-3,1.00,0.614,0.56,1.00,0.606,0.037,0.56
