ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.642,0.41,1.00,0.638,0.018,0.42
BLAST-S14,1.00,0.648,0.46,1.00,0.644,0.019,0.48
Naive-S11,1.00,0.638,0.14,1.00,0.639,0.006,0.14
Naive-S14,1.00,0.642,0.17,1.00,0.640,0.007,0.17
101-1,0.92,0.623,0.36,0.92,0.620,0.025,0.36
101-2,0.88,0.599,0.12,0.88,0.601,0.029,0.16
101-3,0.92,0.627,0.25,0.92,0.620,0.021,0.46
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.42,0.656,0.17,0.42,0.662,0.045,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.588,0.96,1.00,0.584,0.030,0.95
105-2,1.00,0.579,1.00,1.00,0.586,0.042,1.00
105-3,1.00,0.634,1.00,1.00,0.640,0.041,1.00
106-1,0.54,0.629,0.19,0.54,0.634,0.042,0.20
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.46,0.619,0.19,0.46,0.624,0.045,0.20
107-1,1.00,0.671,0.79,1.00,0.677,0.049,0.84
107-2,1.00,0.580,0.04,1.00,0.583,0.037,0.04
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.647,0.99,1.00,0.642,0.016,0.97
110-2,1.00,0.602,0.55,1.00,0.602,0.020,0.55
110-3,1.00,0.641,0.22,1.00,0.641,0.018,0.17
111-1,1.00,0.647,0.99,1.00,0.642,0.016,0.97
111-2,1.00,0.641,0.22,1.00,0.641,0.018,0.17
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.597,0.54,1.00,0.594,0.022,0.55
112-2,1.00,0.599,0.54,1.00,0.593,0.022,0.55
112-3,1.00,0.589,0.54,1.00,0.585,0.022,0.52
113-1,1.00,0.589,0.49,1.00,0.583,0.023,0.53
113-2,0.50,0.575,0.78,0.50,0.572,0.039,0.71
113-3,1.00,0.634,0.95,1.00,0.635,0.016,0.95
114-1,1.00,0.578,0.92,1.00,0.579,0.039,0.94
115-1,1.00,0.574,0.34,1.00,0.572,0.037,0.31
116-1,0.65,0.606,0.01,0.66,0.614,0.052,0.08
116-2,0.23,0.617,0.01,0.23,0.657,0.076,0.15
117-1,1.00,0.588,0.13,1.00,0.588,0.024,0.13
117-2,0.27,0.702,1.00,0.27,0.706,0.078,1.00
119-1,1.00,0.603,0.66,1.00,0.606,0.031,0.68
120-1,1.00,0.580,0.97,1.00,0.581,0.037,0.96
120-2,1.00,0.612,0.49,1.00,0.611,0.018,0.51
120-3,1.00,0.639,0.45,1.00,0.640,0.011,0.46
121-1,0.54,0.644,0.60,0.54,0.649,0.046,0.60
121-2,0.08,0.943,1.00,0.08,0.943,0.023,1.00
121-3,0.65,0.562,0.02,0.65,0.565,0.051,0.04
122-1,0.92,0.605,0.79,0.92,0.604,0.032,0.78
124-1,1.00,0.637,0.21,1.00,0.635,0.017,0.20
124-2,1.00,0.640,0.14,1.00,0.640,0.009,0.13
124-3,1.00,0.637,0.16,1.00,0.630,0.018,0.18
125-1,1.00,0.578,0.92,1.00,0.579,0.039,0.94
125-2,1.00,0.605,0.24,1.00,0.602,0.034,0.24
125-3,0.92,0.668,0.24,0.92,0.672,0.013,0.25
126-1,0.96,0.620,0.26,0.96,0.623,0.032,0.26
127-1,0.96,0.612,0.36,0.96,0.609,0.018,0.37
127-2,0.96,0.610,0.39,0.96,0.599,0.025,0.37
127-3,0.08,0.664,0.13,0.08,0.651,0.057,0.22
128-1,1.00,0.634,0.56,1.00,0.635,0.020,0.61
129-1,1.00,0.594,0.57,1.00,0.588,0.024,0.57
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,1.00,0.594,0.57,1.00,0.588,0.024,0.57
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
