ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.96,0.519,0.52,0.96,0.493,0.045,0.46
BLAST-S14,1.00,0.453,0.45,1.00,0.447,0.044,0.46
Naive-S11,1.00,0.528,0.10,1.00,0.527,0.029,0.10
Naive-S14,1.00,0.526,0.13,1.00,0.524,0.027,0.14
101-1,0.96,0.602,0.36,0.96,0.589,0.027,0.36
101-2,0.92,0.366,0.20,0.92,0.361,0.039,0.21
101-3,0.96,0.347,0.50,0.96,0.350,0.033,0.51
102-1,1.00,0.369,0.51,1.00,0.359,0.042,0.57
102-2,1.00,0.383,0.65,1.00,0.369,0.046,0.68
102-3,0.12,0.475,0.53,0.12,0.433,0.098,0.67
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.68,0.412,0.17,0.68,0.397,0.045,0.23
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.488,0.92,1.00,0.488,0.041,0.92
105-2,1.00,0.422,1.00,1.00,0.423,0.047,1.00
105-3,1.00,0.490,1.00,1.00,0.491,0.042,1.00
106-1,0.96,0.496,0.10,0.96,0.497,0.038,0.15
106-2,0.48,0.652,0.70,0.48,0.648,0.053,0.69
106-3,0.40,0.413,0.10,0.40,0.420,0.066,0.13
107-1,1.00,0.489,0.76,1.00,0.483,0.039,0.77
107-2,1.00,0.400,0.07,1.00,0.396,0.041,0.08
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.487,0.66,1.00,0.483,0.043,0.65
110-2,1.00,0.503,0.31,1.00,0.503,0.040,0.31
110-3,1.00,0.650,0.59,1.00,0.646,0.023,0.46
111-1,1.00,0.487,0.66,1.00,0.483,0.043,0.65
111-2,1.00,0.650,0.59,1.00,0.646,0.023,0.46
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.470,0.33,1.00,0.468,0.034,0.34
112-2,1.00,0.468,0.34,1.00,0.465,0.033,0.34
112-3,1.00,0.481,0.33,1.00,0.479,0.035,0.34
113-1,1.00,0.479,0.34,1.00,0.476,0.034,0.34
113-2,0.68,0.633,0.66,0.68,0.633,0.033,0.74
113-3,1.00,0.431,0.59,1.00,0.423,0.052,0.62
114-1,1.00,0.378,0.99,1.00,0.377,0.040,0.96
115-1,1.00,0.356,0.77,1.00,0.357,0.034,0.74
116-1,0.96,0.351,0.75,0.96,0.353,0.037,0.73
116-2,0.92,0.384,0.75,0.92,0.377,0.043,0.71
117-1,1.00,0.376,0.15,1.00,0.374,0.043,0.15
117-2,0.60,0.291,1.00,0.60,0.295,0.062,1.00
119-1,1.00,0.291,0.87,1.00,0.293,0.036,0.86
120-1,1.00,0.378,0.99,1.00,0.378,0.040,0.99
120-2,1.00,0.503,0.51,1.00,0.504,0.035,0.53
120-3,1.00,0.425,0.48,1.00,0.425,0.042,0.50
121-1,0.40,0.380,0.60,0.40,0.389,0.073,0.60
121-2,0.08,0.355,0.52,0.08,0.353,0.269,0.65
121-3,0.80,0.382,0.17,0.80,0.384,0.036,0.19
122-1,0.96,0.371,0.72,0.96,0.362,0.042,0.78
124-1,1.00,0.549,0.23,1.00,0.542,0.033,0.26
124-2,1.00,0.606,0.26,1.00,0.602,0.032,0.23
124-3,1.00,0.571,0.23,1.00,0.573,0.026,0.22
125-1,1.00,0.378,0.99,1.00,0.378,0.040,0.98
125-2,1.00,0.426,0.34,1.00,0.422,0.037,0.36
125-3,1.00,0.530,0.54,1.00,0.511,0.035,0.51
126-1,0.96,0.329,0.57,0.96,0.332,0.050,0.60
127-1,1.00,0.383,0.72,1.00,0.379,0.040,0.69
127-2,1.00,0.377,0.22,1.00,0.374,0.059,0.21
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,1.00,0.547,0.31,1.00,0.548,0.038,0.27
129-1,1.00,0.423,0.59,1.00,0.410,0.039,0.56
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,1.00,0.423,0.59,1.00,0.410,0.039,0.56
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,1.00,0.379,0.96,1.00,0.382,0.038,0.96
131-2,1.00,0.380,0.98,1.00,0.381,0.038,0.98
131-3,1.00,0.384,0.29,1.00,0.384,0.043,0.28
132-1,1.00,0.457,0.45,1.00,0.446,0.029,0.48
132-2,1.00,0.457,0.45,1.00,0.449,0.031,0.47
65-1,0.92,0.449,0.09,0.92,0.427,0.046,0.11
65-2,0.88,0.453,0.13,0.88,0.428,0.054,0.12
65-3,0.92,0.448,0.09,0.92,0.431,0.046,0.11
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,1.00,0.343,0.62,1.00,0.333,0.040,0.73
69-2,1.00,0.337,0.63,1.00,0.332,0.039,0.73
70-1,1.00,0.351,0.30,1.00,0.350,0.038,0.28
70-2,1.00,0.506,0.12,1.00,0.498,0.019,0.12
70-3,1.00,0.522,0.10,1.00,0.519,0.026,0.11
72-1,0.96,0.390,0.01,0.96,0.394,0.038,0.01
72-2,0.76,0.542,0.01,0.76,0.547,0.067,0.01
73-1,1.00,0.485,0.99,1.00,0.471,0.041,0.96
73-2,1.00,0.476,0.99,1.00,0.462,0.040,0.95
73-3,1.00,0.556,0.95,1.00,0.556,0.048,0.97
74-1,0.48,0.365,0.08,0.48,0.365,0.047,0.14
74-2,1.00,0.384,0.88,1.00,0.387,0.038,0.84
75-1,1.00,0.350,0.87,1.00,0.342,0.038,0.81
75-2,1.00,0.350,0.97,1.00,0.344,0.039,0.84
79-1,0.96,0.325,0.30,0.96,0.320,0.031,0.29
79-2,0.80,0.335,0.33,0.80,0.326,0.033,0.28
79-3,1.00,0.379,0.30,1.00,0.361,0.034,0.31
