ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.98,0.246,0.49,0.98,0.248,0.009,0.45
BLAST-S14,0.99,0.265,0.49,0.99,0.266,0.009,0.50
Naive-S11,1.00,0.325,0.28,1.00,0.325,0.006,0.28
Naive-S14,1.00,0.325,0.29,1.00,0.325,0.006,0.29
101-1,0.90,0.341,0.36,0.90,0.341,0.009,0.35
101-2,0.21,0.327,0.10,0.21,0.330,0.017,0.14
101-3,0.90,0.358,0.18,0.90,0.360,0.009,0.18
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.01,0.598,0.15,0.01,0.619,0.073,0.13
103-2,0.01,0.602,0.02,0.01,0.621,0.059,0.06
103-3,0.52,0.395,0.17,0.52,0.394,0.013,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.99,0.310,0.92,0.99,0.310,0.009,0.91
105-2,0.98,0.345,0.98,0.98,0.345,0.009,0.98
105-3,0.98,0.337,1.00,0.98,0.337,0.009,1.00
106-1,0.35,0.343,0.07,0.35,0.344,0.015,0.06
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.23,0.353,0.07,0.23,0.353,0.018,0.06
107-1,1.00,0.281,0.77,1.00,0.283,0.009,0.81
107-2,1.00,0.337,0.03,1.00,0.336,0.009,0.03
107-3,0.02,0.569,0.02,0.02,0.570,0.074,0.03
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.99,0.371,0.29,0.99,0.371,0.008,0.29
110-2,0.94,0.299,0.43,0.94,0.300,0.008,0.39
110-3,1.00,0.248,0.29,1.00,0.248,0.007,0.30
111-1,0.95,0.371,0.29,0.95,0.371,0.008,0.29
111-2,0.99,0.238,0.29,0.99,0.238,0.007,0.31
111-3,0.11,0.331,0.02,0.11,0.331,0.025,0.02
112-1,0.99,0.279,0.48,0.99,0.279,0.008,0.48
112-2,0.99,0.279,0.44,0.99,0.280,0.008,0.47
112-3,0.97,0.275,0.48,0.97,0.276,0.008,0.49
113-1,0.97,0.274,0.44,0.97,0.276,0.008,0.48
113-2,0.78,0.140,0.70,0.78,0.142,0.006,0.71
113-3,0.32,0.325,0.38,0.32,0.327,0.016,0.43
114-1,1.00,0.370,0.93,1.00,0.371,0.009,0.92
115-1,1.00,0.368,0.24,1.00,0.369,0.009,0.25
116-1,0.69,0.339,0.18,0.69,0.339,0.011,0.16
116-2,0.50,0.320,0.09,0.50,0.320,0.013,0.09
117-1,1.00,0.326,0.12,1.00,0.327,0.008,0.12
117-2,0.13,0.274,1.00,0.13,0.273,0.023,1.00
119-1,0.94,0.354,0.66,0.94,0.356,0.009,0.69
120-1,1.00,0.379,0.94,1.00,0.379,0.009,0.94
120-2,1.00,0.366,0.71,1.00,0.367,0.008,0.72
120-3,1.00,0.330,0.62,1.00,0.331,0.009,0.61
121-1,0.65,0.393,0.43,0.65,0.393,0.012,0.48
121-2,0.04,0.463,0.61,0.04,0.460,0.051,0.63
121-3,0.68,0.387,0.02,0.68,0.387,0.011,0.02
122-1,0.59,0.363,0.69,0.59,0.362,0.012,0.69
124-1,1.00,0.280,0.33,1.00,0.280,0.006,0.33
124-2,1.00,0.271,0.32,1.00,0.271,0.006,0.31
124-3,1.00,0.271,0.33,1.00,0.271,0.006,0.33
125-1,1.00,0.368,0.92,1.00,0.369,0.009,0.91
125-2,0.93,0.335,0.31,0.93,0.337,0.009,0.32
125-3,1.00,0.274,0.42,1.00,0.276,0.009,0.41
126-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
127-1,0.90,0.353,0.61,0.90,0.353,0.009,0.60
127-2,0.89,0.355,0.71,0.89,0.357,0.008,0.70
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.47,0.149,0.02,0.47,0.152,0.008,0.03
129-1,0.98,0.361,0.59,0.98,0.363,0.008,0.58
129-2,0.38,0.357,0.60,0.38,0.358,0.013,0.60
129-3,0.98,0.361,0.60,0.98,0.363,0.008,0.58
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.80,0.371,0.05,0.80,0.371,0.010,0.05
131-2,0.83,0.381,0.03,0.83,0.381,0.010,0.03
131-3,0.98,0.318,0.06,0.98,0.319,0.008,0.06
132-1,0.99,0.281,0.60,0.99,0.283,0.008,0.56
132-2,0.96,0.279,0.57,0.96,0.281,0.008,0.57
65-1,0.82,0.243,0.14,0.82,0.247,0.007,0.16
65-2,0.78,0.225,0.12,0.78,0.227,0.007,0.11
65-3,0.82,0.231,0.13,0.82,0.234,0.007,0.11
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,0.11,0.459,0.39,0.11,0.465,0.027,0.38
69-2,1.00,0.336,0.28,1.00,0.337,0.008,0.30
70-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
70-2,0.99,0.358,0.28,0.99,0.359,0.008,0.28
70-3,0.99,0.343,0.30,0.99,0.343,0.008,0.30
72-1,0.98,0.364,0.01,0.98,0.364,0.008,0.01
72-2,0.98,0.372,0.01,0.98,0.372,0.009,0.01
73-1,1.00,0.300,0.71,1.00,0.302,0.008,0.72
73-2,1.00,0.300,0.71,1.00,0.301,0.008,0.72
73-3,0.99,0.240,1.00,0.99,0.240,0.008,0.98
74-1,0.54,0.360,0.11,0.54,0.361,0.012,0.10
74-2,0.98,0.333,0.13,0.98,0.334,0.008,0.14
75-1,0.11,0.477,0.64,0.11,0.481,0.026,0.62
75-2,1.00,0.367,0.70,1.00,0.367,0.009,0.69
79-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
79-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
79-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
80-1,0.58,0.363,0.11,0.58,0.365,0.012,0.17
80-2,0.99,0.359,0.42,0.99,0.361,0.009,0.33
81-1,0.98,0.329,0.50,0.98,0.329,0.009,0.50
81-2,0.98,0.329,0.37,0.98,0.329,0.009,0.42
82-1,0.86,0.335,0.50,0.86,0.335,0.008,0.50
83-1,0.94,0.365,0.26,0.94,0.366,0.008,0.26
83-2,0.94,0.369,0.26,0.94,0.370,0.008,0.25
84-1,0.80,0.189,0.03,0.80,0.189,0.006,0.03
85-1,0.94,0.354,0.52,0.94,0.355,0.008,0.45
85-2,0.98,0.369,0.61,0.98,0.370,0.008,0.62
86-1,0.96,0.346,0.68,0.96,0.347,0.009,0.62
86-2,0.96,0.346,0.68,0.96,0.347,0.009,0.62
