ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.189,0.50,0.99,0.193,0.021,0.54
BLAST-S14,0.99,0.227,0.64,0.99,0.230,0.022,0.62
Naive-S11,1.00,0.235,0.13,1.00,0.238,0.009,0.16
Naive-S14,1.00,0.237,0.20,1.00,0.238,0.009,0.18
101-1,0.90,0.215,0.36,0.90,0.214,0.019,0.36
101-2,0.88,0.236,0.18,0.88,0.238,0.021,0.22
101-3,0.90,0.239,0.61,0.90,0.240,0.020,0.58
102-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-3,0.44,0.200,0.17,0.44,0.199,0.026,0.17
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,1.00,0.273,0.98,1.00,0.283,0.022,0.95
105-2,0.97,0.283,0.96,0.97,0.290,0.022,0.97
105-3,0.96,0.269,1.00,0.96,0.273,0.023,0.99
106-1,0.41,0.214,0.17,0.41,0.213,0.034,0.18
106-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
106-3,0.29,0.190,0.17,0.29,0.189,0.034,0.18
107-1,1.00,0.240,0.76,1.00,0.246,0.026,0.77
107-2,1.00,0.275,0.03,1.00,0.276,0.030,0.03
107-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,0.95,0.215,0.39,0.95,0.220,0.021,0.50
110-2,0.91,0.242,0.40,0.91,0.245,0.019,0.43
110-3,1.00,0.233,0.28,1.00,0.233,0.018,0.27
111-1,0.95,0.212,0.74,0.95,0.221,0.020,0.54
111-2,0.96,0.206,0.29,0.96,0.208,0.016,0.26
111-3,0.08,0.047,0.02,0.08,0.045,0.016,0.06
112-1,0.98,0.264,0.46,0.99,0.268,0.018,0.48
112-2,0.98,0.262,0.48,0.99,0.266,0.018,0.48
112-3,0.98,0.262,0.45,0.99,0.265,0.018,0.47
113-1,0.98,0.259,0.48,0.99,0.264,0.018,0.47
113-2,0.77,0.125,0.28,0.77,0.128,0.011,0.31
113-3,0.94,0.195,0.52,0.94,0.204,0.019,0.54
114-1,1.00,0.310,0.97,1.00,0.313,0.025,0.96
115-1,1.00,0.317,0.36,1.00,0.323,0.026,0.32
116-1,0.68,0.235,0.21,0.68,0.236,0.032,0.37
116-2,0.31,0.126,0.49,0.31,0.126,0.031,0.57
117-1,1.00,0.298,0.12,1.00,0.303,0.017,0.12
117-2,0.32,0.123,1.00,0.32,0.121,0.019,1.00
119-1,0.98,0.284,0.68,0.98,0.287,0.022,0.69
120-1,1.00,0.308,0.99,1.00,0.313,0.025,0.96
120-2,1.00,0.286,0.56,1.00,0.289,0.019,0.55
120-3,1.00,0.259,0.51,1.00,0.261,0.020,0.50
121-1,0.62,0.268,0.60,0.62,0.267,0.031,0.60
121-2,0.07,0.046,0.85,0.07,0.045,0.018,0.85
121-3,0.66,0.281,0.01,0.66,0.283,0.028,0.02
122-1,0.83,0.297,0.76,0.83,0.297,0.026,0.77
124-1,1.00,0.233,0.21,1.00,0.235,0.014,0.21
124-2,1.00,0.241,0.15,1.00,0.241,0.012,0.14
124-3,1.00,0.244,0.21,1.00,0.245,0.015,0.21
125-1,1.00,0.311,0.96,1.00,0.313,0.025,0.95
125-2,0.95,0.267,0.28,0.95,0.276,0.023,0.24
125-3,0.96,0.243,0.30,0.96,0.246,0.023,0.33
